"hrl_code";"code";"wet_naam";"volgnr";"soortenlijstnr"
"G";"m_ruim-groep";"Sphagnum affine Renauld & Cardot";299303;620
"H";;"Sphagnum affine Renauld & Cardot";299922;624
"H";"c diff 23-groep";"Sphagnum affine Renauld & Cardot";299951;625
"H";"cv-vochtig-groep";"Sphagnum affine Renauld & Cardot";299980;631
"G";"hei_diff_heischr";"Sphagnum affine Renauld & Cardot";300040;633
"G";"hei diff gras-htabel";"Sphagnum affine Renauld & Cardot";300270;638
"O";"heide s.l.";"Sphagnum affine Renauld & Cardot";300443;640
"H";"(hoog)veenmossen";"Sphagnum affine Renauld & Cardot";301205;644
"G";"heide habitatw sl";"Sphagnum affine Renauld & Cardot";301618;648
"G";"natte hei add";"Sphagnum auriculatum Schimp.";300607;552
"G";"rbbHfl-groep1";"Sphagnum auriculatum Schimp.";8902;561
"G";"moerasmossen";"Sphagnum auriculatum Schimp.";294544;591
"G";"ms diff hc-groep";"Sphagnum auriculatum Schimp.";296622;602
"G";"ms-mossen-groep";"Sphagnum auriculatum Schimp.";297155;605
"G";"hei diff gras-groep";"Sphagnum auriculatum Schimp.";298435;614
"G";"m_ruim-groep";"Sphagnum auriculatum Schimp.";299296;620
"H";;"Sphagnum auriculatum Schimp.";299900;624
"H";"c diff 23-groep";"Sphagnum auriculatum Schimp.";299683;625
"H";"cv-vochtig-groep";"Sphagnum auriculatum Schimp.";299879;631
"G";"hei_diff_heischr";"Sphagnum auriculatum Schimp.";300041;633
"G";"hei diff gras-htabel";"Sphagnum auriculatum Schimp.";300271;638
;;"Sphagnum auriculatum Schimp.";301256;640
"O";"heide sl diff grasl";"Sphagnum auriculatum Schimp.";300559;641
"H";"(hoog)veenmossen";"Sphagnum auriculatum Schimp.";301198;644
"G";"heide habitatw sl";"Sphagnum auriculatum Schimp.";301619;648
"M";"rbbhfl-kwal";"Sphagnum auriculatum Schimp.";306392;677
;;"Sphagnum auriculatum Schimp.";306905;692
"G";"natte hei add";"Sphagnum capillifolium (Ehrh.) Hedw.";300608;552
"G";"rbbHfl-groep1";"Sphagnum capillifolium (Ehrh.) Hedw.";8903;561
"G";"moerasmossen";"Sphagnum capillifolium (Ehrh.) Hedw.";294545;591
"G";"ms diff hc-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";296623;602
"G";"ms-mossen-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";297156;605
"G";"hei diff gras-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";298194;614
"G";"hei diff moer-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";298422;616
"G";"m_ruim-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";299297;620
"H";;"Sphagnum capillifolium (Ehrh.) Hedw.";299901;624
"H";"c diff 23-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";299684;625
"H";"cv-vochtig-groep";"Sphagnum capillifolium (Ehrh.) Hedw.";299880;631
"G";"hei_diff_heischr";"Sphagnum capillifolium (Ehrh.) Hedw.";300042;633
"G";"hei diff gras-htabel";"Sphagnum capillifolium (Ehrh.) Hedw.";300272;638
;;"Sphagnum capillifolium (Ehrh.) Hedw.";300340;639
"O";"heide s.l.";"Sphagnum capillifolium (Ehrh.) Hedw.";300369;640
"H";"(hoog)veenmossen";"Sphagnum capillifolium (Ehrh.) Hedw.";301199;644
"G";"heide habitatw sl";"Sphagnum capillifolium (Ehrh.) Hedw.";301620;648
"M";"overgangsv-sleutels.";"Sphagnum capillifolium (Ehrh.) Hedw.";306001;657
;;"Sphagnum compactum Lam. & DC.";294918;594
"G";"hei diff gras-groep";"Sphagnum compactum Lam. & DC.";298189;614
"G";"hei diff moer-groep";"Sphagnum compactum Lam. & DC.";298420;616
"H";;"Sphagnum compactum Lam. & DC.";299956;625
"G";"hei_diff_heischr";"Sphagnum compactum Lam. & DC.";300043;633
"G";"hei diff gras-htabel";"Sphagnum compactum Lam. & DC.";300273;638
"O";"heide s.l.";"Sphagnum compactum Lam. & DC.";300446;640
"G";"heide habitatw sl";"Sphagnum compactum Lam. & DC.";301621;648
"G";"natte hei add";"Sphagnum contortum Schultz";300609;552
"G";"moerasmossen";"Sphagnum contortum Schultz";294546;591
"G";"ms diff hc-groep";"Sphagnum contortum Schultz";296624;602
"G";"m diff hei-groep";"Sphagnum contortum Schultz";298367;615
"G";"m_ruim-groep";"Sphagnum contortum Schultz";299111;620
"H";;"Sphagnum contortum Schultz";299902;624
"H";"c diff 23-groep";"Sphagnum contortum Schultz";299685;625
"H";"cv-vochtig-groep";"Sphagnum contortum Schultz";299881;631
"H";"moeras";"Sphagnum contortum Schultz";300822;642
"H";"M diff 4010_7140oli";"Sphagnum contortum Schultz";301095;643
"H";"ven- en moerasgroep ";"Sphagnum contortum Schultz";305751;650
"M";"trilveen";"Sphagnum contortum Schultz";306038;659
"M";"alkalisch laagveen";"Sphagnum contortum Schultz";306065;660
"G";"natte hei add";"Sphagnum cuspidatum Ehrh. ex Hoffm.";300610;552
"G";"moerasmossen";"Sphagnum cuspidatum Ehrh. ex Hoffm.";294547;591
"G";"ms diff hc-groep";"Sphagnum cuspidatum Ehrh. ex Hoffm.";296625;602
"G";"ms-mossen-groep";"Sphagnum cuspidatum Ehrh. ex Hoffm.";297158;605
"G";"m_ruim-groep";"Sphagnum cuspidatum Ehrh. ex Hoffm.";299112;620
"H";;"Sphagnum cuspidatum Ehrh. ex Hoffm.";299903;624
"H";"c diff 23-groep";"Sphagnum cuspidatum Ehrh. ex Hoffm.";299686;625
"H";"cv-vochtig-groep";"Sphagnum cuspidatum Ehrh. ex Hoffm.";299882;631
;;"Sphagnum cuspidatum Ehrh. ex Hoffm.";300063;633
;;"Sphagnum cuspidatum Ehrh. ex Hoffm.";300186;636
;;"Sphagnum cuspidatum Ehrh. ex Hoffm.";301255;639
"O";"heide sl diff grasl";"Sphagnum cuspidatum Ehrh. ex Hoffm.";300560;641
"H";"(hoog)veenmossen";"Sphagnum cuspidatum Ehrh. ex Hoffm.";301201;644
;;"Sphagnum cuspidatum Ehrh. ex Hoffm.";301308;647
"H";"ven- en moerasgroep ";"Sphagnum cuspidatum Ehrh. ex Hoffm.";305752;650
"M";"rbbhfl-kwal";"Sphagnum cuspidatum Ehrh. ex Hoffm.";306393;677
"M";"water_moeras";"Sphagnum cuspidatum Ehrh. ex Hoffm.";306668;688
"G";"natte hei add";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";300611;552
"G";"rbbHfl-groep1";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";8904;561
"G";"moerasmossen";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";294548;591
"G";"ms diff hc-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";296626;602
"G";"ms-mossen-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";297159;605
"G";"hei diff gras-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";298437;614
"G";"m_ruim-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";299300;620
"H";;"Sphagnum fallax (H.Klinggr.) H.Klinggr.";299904;624
"H";"c diff 23-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";299687;625
"H";"cv-vochtig-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";299883;631
"G";"hei_diff_heischr";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";300044;633
"H";"hei_diff_7150-groep";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";300173;635
"G";"hei diff gras-htabel";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";300274;638
"O";"heide sl diff grasl";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";300561;641
"H";"(hoog)veenmossen";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";301202;644
"G";"heide habitatw sl";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";303576;648
"M";"rbbhfl-kwal";"Sphagnum fallax (H.Klinggr.) H.Klinggr.";306394;677
;;"Sphagnum fallax (H.Klinggr.) H.Klinggr.";306917;692
"G";"natte hei add";"Sphagnum fimbriatum Wilson";300612;552
"G";"rbbHfl-groep1";"Sphagnum fimbriatum Wilson";8905;561
"G";"moerasmossen";"Sphagnum fimbriatum Wilson";294549;591
"G";"ms diff hc-groep";"Sphagnum fimbriatum Wilson";296627;602
"G";"ms-mossen-groep";"Sphagnum fimbriatum Wilson";297160;605
"G";;"Sphagnum fimbriatum Wilson";299246;620
"H";;"Sphagnum fimbriatum Wilson";299905;624
"H";"c diff 23-groep";"Sphagnum fimbriatum Wilson";299688;625
"H";"cv-vochtig-groep";"Sphagnum fimbriatum Wilson";299884;631
"H";"hei_diff_7150-groep";"Sphagnum fimbriatum Wilson";300175;635
"H";"M diff 4010_7140oli";"Sphagnum fimbriatum Wilson";301146;643
"M";"zuurlaagv-sleutels.";"Sphagnum fimbriatum Wilson";306299;655
"M";"rbbhfl-kwal";"Sphagnum fimbriatum Wilson";306395;677
"M";"ms_vs_riet";"Sphagnum fimbriatum Wilson";306885;692
"G";"natte hei add";"Sphagnum flexuosum Dozy & Molk.";300613;552
"G";"rbbHfl-groep1";"Sphagnum flexuosum Dozy & Molk.";8906;561
"G";"moerasmossen";"Sphagnum flexuosum Dozy & Molk.";294550;591
"G";"ms diff hc-groep";"Sphagnum flexuosum Dozy & Molk.";296628;602
"G";"ms-mossen-groep";"Sphagnum flexuosum Dozy & Molk.";297161;605
"G";"hei diff gras-groep";"Sphagnum flexuosum Dozy & Molk.";298433;614
"G";"m_ruim-groep";"Sphagnum flexuosum Dozy & Molk.";299302;620
"H";;"Sphagnum flexuosum Dozy & Molk.";299906;624
"H";"c diff 23-groep";"Sphagnum flexuosum Dozy & Molk.";299689;625
"H";"cv-vochtig-groep";"Sphagnum flexuosum Dozy & Molk.";299885;631
"G";"hei_diff_heischr";"Sphagnum flexuosum Dozy & Molk.";300045;633
"G";"hei diff gras-htabel";"Sphagnum flexuosum Dozy & Molk.";300275;638
"O";"heide sl diff grasl";"Sphagnum flexuosum Dozy & Molk.";300562;641
"H";"(hoog)veenmossen";"Sphagnum flexuosum Dozy & Molk.";301204;644
"G";"heide habitatw sl";"Sphagnum flexuosum Dozy & Molk.";303577;648
"M";"zuurlaagv-sleutels.";"Sphagnum flexuosum Dozy & Molk.";306301;655
"M";"rbbhfl-kwal";"Sphagnum flexuosum Dozy & Molk.";306396;677
"M";"ms_vs_riet";"Sphagnum flexuosum Dozy & Molk.";306887;692
"G";"natte hei add";"Sphagnum girgensohnii Russow";300614;552
"H";;"Sphagnum girgensohnii Russow";299923;624
"H";;"Sphagnum girgensohnii Russow";299952;625
"H";;"Sphagnum girgensohnii Russow";299981;631
"G";"natte hei add";"Sphagnum inundatum Russow";300616;552
"H";;"Sphagnum inundatum Russow";299924;624
"H";;"Sphagnum inundatum Russow";299953;625
"H";;"Sphagnum inundatum Russow";299982;631
"G";"natte hei add";"Sphagnum magellanicum Brid. s.l.";300617;552
"G";"moerasmossen";"Sphagnum magellanicum Brid. s.l.";294577;591
"G";"ms diff hc-groep";"Sphagnum magellanicum Brid. s.l.";296630;602
"G";"ms-mossen-groep";"Sphagnum magellanicum Brid. s.l.";297163;605
"G";"hei diff gras-groep";"Sphagnum magellanicum Brid. s.l.";298195;614
"G";"hei diff moer-groep";"Sphagnum magellanicum Brid. s.l.";298423;616
"G";"m_ruim-groep";"Sphagnum magellanicum Brid. s.l.";299304;620
"H";;"Sphagnum magellanicum Brid. s.l.";299908;624
"H";"c diff 23-groep";"Sphagnum magellanicum Brid. s.l.";299691;625
"H";"cv-vochtig-groep";"Sphagnum magellanicum Brid. s.l.";299887;631
"G";"hei_diff_heischr";"Sphagnum magellanicum Brid. s.l.";300047;633
"H";"hei_diff_7150-groep";"Sphagnum magellanicum Brid. s.l.";300176;635
"G";"hei diff gras-htabel";"Sphagnum magellanicum Brid. s.l.";300277;638
;;"Sphagnum magellanicum Brid. s.l.";300338;639
"O";"heide s.l.";"Sphagnum magellanicum Brid. s.l.";300367;640
"H";"(hoog)veenmossen";"Sphagnum magellanicum Brid. s.l.";301206;644
"G";"heide habitatw sl";"Sphagnum magellanicum Brid. s.l.";301623;648
"M";"overgangsv-sleutels.";"Sphagnum magellanicum Brid. s.l.";305999;657
"G";"natte hei add";"Sphagnum majus (Russow) C.E.O.Jensen";300618;552
"G";"moerasmossen";"Sphagnum majus (Russow) C.E.O.Jensen";294552;591
"G";"ms diff hc-groep";"Sphagnum majus (Russow) C.E.O.Jensen";296631;602
"G";"ms-mossen-groep";"Sphagnum majus (Russow) C.E.O.Jensen";297164;605
"G";"m_ruim-groep";"Sphagnum majus (Russow) C.E.O.Jensen";299113;620
"H";;"Sphagnum majus (Russow) C.E.O.Jensen";299909;624
"H";"c diff 23-groep";"Sphagnum majus (Russow) C.E.O.Jensen";299692;625
"H";"cv-vochtig-groep";"Sphagnum majus (Russow) C.E.O.Jensen";299888;631
;;"Sphagnum majus (Russow) C.E.O.Jensen";300225;636
;;"Sphagnum majus (Russow) C.E.O.Jensen";300343;639
"O";"heide s.l.";"Sphagnum majus (Russow) C.E.O.Jensen";300371;640
"H";"(hoog)veenmossen";"Sphagnum majus (Russow) C.E.O.Jensen";301207;644
"G";"heide habitatw sl";"Sphagnum majus (Russow) C.E.O.Jensen";301624;648
"H";"ven- en moerasgroep ";"Sphagnum majus (Russow) C.E.O.Jensen";305753;650
"M";"water_moeras";"Sphagnum majus (Russow) C.E.O.Jensen";306696;688
"G";"natte hei add";"Sphagnum molle Sull.";300619;552
"G";"rbbHfl-groep1";"Sphagnum molle Sull.";8907;561
"G";"hei diff gras-groep";"Sphagnum molle Sull.";298200;614
"G";"hei diff moer-groep";"Sphagnum molle Sull.";298427;616
"H";;"Sphagnum molle Sull.";299925;624
"H";;"Sphagnum molle Sull.";299954;625
"H";;"Sphagnum molle Sull.";299983;631
"G";"hei_diff_heischr";"Sphagnum molle Sull.";300048;633
"H";"hei_diff_7150-groep";"Sphagnum molle Sull.";300177;635
"G";"hei diff gras-htabel";"Sphagnum molle Sull.";300278;638
"O";"heide s.l.";"Sphagnum molle Sull.";300451;640
"G";"heide habitatw sl";"Sphagnum molle Sull.";301625;648
"G";"natte hei add";"Sphagnum obtusum Warnst.";300620;552
"H";;"Sphagnum obtusum Warnst.";299926;624
"H";;"Sphagnum obtusum Warnst.";299955;625
"H";;"Sphagnum obtusum Warnst.";299984;631
"G";"natte hei add";"Sphagnum palustre L.";300621;552
"G";"rbbHfl-groep1";"Sphagnum palustre L.";8908;561
"G";"moerasmossen";"Sphagnum palustre L.";294553;591
"G";"ms diff hc-groep";"Sphagnum palustre L.";296632;602
"G";"ms-mossen-groep";"Sphagnum palustre L.";297165;605
"G";"m_ruim-groep";"Sphagnum palustre L.";299306;620
"H";;"Sphagnum palustre L.";299910;624
"H";"c diff 23-groep";"Sphagnum palustre L.";299693;625
"H";"cv-vochtig-groep";"Sphagnum palustre L.";299889;631
"O";"heide sl diff grasl";"Sphagnum palustre L.";300563;641
"H";"(hoog)veenmossen";"Sphagnum palustre L.";301208;644
"M";"zuurlaagv-sleutels.";"Sphagnum palustre L.";306300;655
"M";"rbbhfl-kwal";"Sphagnum palustre L.";306397;677
"M";"ms_vs_riet";"Sphagnum palustre L.";306886;692
"G";"natte hei add";"Sphagnum papillosum Lindb.";300622;552
"G";"rbbHfl-groep1";"Sphagnum papillosum Lindb.";8909;561
"G";"moerasmossen";"Sphagnum papillosum Lindb.";294578;591
"G";"ms diff hc-groep";"Sphagnum papillosum Lindb.";296633;602
"G";"ms-mossen-groep";"Sphagnum papillosum Lindb.";297166;605
"G";"hei diff gras-groep";"Sphagnum papillosum Lindb.";298202;614
"G";"hei diff moer-groep";"Sphagnum papillosum Lindb.";298428;616
"G";"m_ruim-groep";"Sphagnum papillosum Lindb.";299307;620
"H";;"Sphagnum papillosum Lindb.";299911;624
"H";"c diff 23-groep";"Sphagnum papillosum Lindb.";299694;625
"H";"cv-vochtig-groep";"Sphagnum papillosum Lindb.";299890;631
"G";"hei_diff_heischr";"Sphagnum papillosum Lindb.";300049;633
"H";"hei_diff_7150-groep";"Sphagnum papillosum Lindb.";300172;635
"G";"hei diff gras-htabel";"Sphagnum papillosum Lindb.";300279;638
;;"Sphagnum papillosum Lindb.";300341;639
"O";"heide s.l.";"Sphagnum papillosum Lindb.";300370;640
"H";"(hoog)veenmossen";"Sphagnum papillosum Lindb.";301209;644
"G";"heide habitatw sl";"Sphagnum papillosum Lindb.";301626;648
"M";"overgangsv-sleutels.";"Sphagnum papillosum Lindb.";306002;657
"M";"rbbhfl-kwal";"Sphagnum papillosum Lindb.";306398;677
"G";"natte hei add";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";300623;552
"G";"moerasmossen";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";294554;591
"G";"ms diff hc-groep";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";296634;602
"G";"m diff hei-groep";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";298377;615
"G";"m_ruim-groep";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";299114;620
"H";;"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";299912;624
"H";"c diff 23-groep";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";299695;625
"H";"cv-vochtig-groep";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";299891;631
"H";"moeras";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";300825;642
"H";"M diff 4010_7140oli";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";301096;643
"H";"ven- en moerasgroep ";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";305754;650
"M";"trilveen";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";306028;659
"M";"alkalisch laagveen";"Sphagnum platyphyllum (Lindb. ex Braithw.) Warnst.";306064;660
"G";"natte hei add";"Sphagnum pulchrum (Braithw.) Warnst.";300624;552
"G";"moerasmossen";"Sphagnum pulchrum (Braithw.) Warnst.";294555;591
"G";"ms diff hc-groep";"Sphagnum pulchrum (Braithw.) Warnst.";296635;602
"G";"ms-mossen-groep";"Sphagnum pulchrum (Braithw.) Warnst.";297168;605
"G";"m_ruim-groep";"Sphagnum pulchrum (Braithw.) Warnst.";299115;620
"H";;"Sphagnum pulchrum (Braithw.) Warnst.";299913;624
"H";"c diff 23-groep";"Sphagnum pulchrum (Braithw.) Warnst.";299696;625
"H";"cv-vochtig-groep";"Sphagnum pulchrum (Braithw.) Warnst.";299892;631
;;"Sphagnum pulchrum (Braithw.) Warnst.";300344;639
"O";"heide s.l.";"Sphagnum pulchrum (Braithw.) Warnst.";300372;640
"H";"(hoog)veenmossen";"Sphagnum pulchrum (Braithw.) Warnst.";301211;644
"G";"heide habitatw sl";"Sphagnum pulchrum (Braithw.) Warnst.";301627;648
"M";"water_moeras";"Sphagnum pulchrum (Braithw.) Warnst.";306697;688
"G";"natte hei add";"Sphagnum recurvum agg.";300625;552
"G";"rbbHfl-groep1";"Sphagnum recurvum agg.";8910;561
"G";"moerasmossen";"Sphagnum recurvum agg.";294556;591
"G";"ms diff hc-groep";"Sphagnum recurvum agg.";296636;602
"G";"ms-mossen-groep";"Sphagnum recurvum agg.";297169;605
"G";"hei diff gras-groep";"Sphagnum recurvum agg.";298439;614
"G";"m_ruim-groep";"Sphagnum recurvum agg.";299310;620
"H";;"Sphagnum recurvum agg.";299914;624
"H";"c diff 23-groep";"Sphagnum recurvum agg.";299697;625
"H";"cv-vochtig-groep";"Sphagnum recurvum agg.";299893;631
"G";"hei_diff_heischr";"Sphagnum recurvum agg.";300050;633
"G";"hei diff gras-htabel";"Sphagnum recurvum agg.";300280;638
"O";"heide sl diff grasl";"Sphagnum recurvum agg.";300566;641
"H";"(hoog)veenmossen";"Sphagnum recurvum agg.";301212;644
"G";"heide habitatw sl";"Sphagnum recurvum agg.";303582;648
"M";"rbbhfl-kwal";"Sphagnum recurvum agg.";306399;677
;;"Sphagnum recurvum agg.";306907;692
"G";"natte hei add";"Sphagnum rubellum Wilson";300626;552
"G";"rbbHfl-groep1";"Sphagnum rubellum Wilson";8911;561
"G";"moerasmossen";"Sphagnum rubellum Wilson";294579;591
"G";"ms diff hc-groep";"Sphagnum rubellum Wilson";296637;602
"G";"ms-mossen-groep";"Sphagnum rubellum Wilson";297170;605
"G";"hei diff gras-groep";"Sphagnum rubellum Wilson";298196;614
"G";"hei diff moer-groep";"Sphagnum rubellum Wilson";298424;616
"G";"m_ruim-groep";"Sphagnum rubellum Wilson";299311;620
"H";;"Sphagnum rubellum Wilson";299915;624
"H";"c diff 23-groep";"Sphagnum rubellum Wilson";299698;625
"H";"cv-vochtig-groep";"Sphagnum rubellum Wilson";299894;631
"G";"hei_diff_heischr";"Sphagnum rubellum Wilson";300051;633
"G";"hei diff gras-htabel";"Sphagnum rubellum Wilson";300281;638
;;"Sphagnum rubellum Wilson";300339;639
"O";"heide s.l.";"Sphagnum rubellum Wilson";300368;640
"H";"(hoog)veenmossen";"Sphagnum rubellum Wilson";301213;644
"G";"heide habitatw sl";"Sphagnum rubellum Wilson";301628;648
"M";"overgangsv-sleutels.";"Sphagnum rubellum Wilson";306000;657
"G";"natte hei add";"Sphagnum russowii Warnst.";300627;552
"G";"moerasmossen";"Sphagnum russowii Warnst.";294580;591
"G";"ms diff hc-groep";"Sphagnum russowii Warnst.";296638;602
"G";"ms-mossen-groep";"Sphagnum russowii Warnst.";297171;605
"G";"m diff hei-groep";"Sphagnum russowii Warnst.";298381;615
"G";"m_ruim-groep";"Sphagnum russowii Warnst.";299116;620
"H";;"Sphagnum russowii Warnst.";299916;624
"H";"c diff 23-groep";"Sphagnum russowii Warnst.";299699;625
"H";"cv-vochtig-groep";"Sphagnum russowii Warnst.";299895;631
"O";"heide sl diff grasl";"Sphagnum russowii Warnst.";300567;641
"H";"(hoog)veenmossen";"Sphagnum russowii Warnst.";301214;644
"H";"ven- en moerasgroep ";"Sphagnum russowii Warnst.";305755;650
"G";"natte hei add";"Sphagnum squarrosum Crome";300628;552
"G";"rbbHfl-groep1";"Sphagnum squarrosum Crome";8912;561
"G";"moerasmossen";"Sphagnum squarrosum Crome";294557;591
"G";"ms diff hc-groep";"Sphagnum squarrosum Crome";296639;602
"G";"ms-mossen-groep";"Sphagnum squarrosum Crome";297172;605
"G";"ms diff heide-groep";"Sphagnum squarrosum Crome";298160;613
"G";"m diff hei-groep";"Sphagnum squarrosum Crome";298382;615
"G";"ms_ruim-groep";"Sphagnum squarrosum Crome";298946;619
"G";"m_ruim-groep";"Sphagnum squarrosum Crome";299117;620
"H";;"Sphagnum squarrosum Crome";299917;624
"H";"c diff 23-groep";"Sphagnum squarrosum Crome";299700;625
"H";"cv-vochtig-groep";"Sphagnum squarrosum Crome";299896;631
"H";"M diff 4010_7140oli";"Sphagnum squarrosum Crome";301097;643
"H";"ven- en moerasgroep ";"Sphagnum squarrosum Crome";305756;650
"M";"zuurlaagv-sleutels.";"Sphagnum squarrosum Crome";305969;655
"M";"rbbhfl-kwal";"Sphagnum squarrosum Crome";306403;677
"M";"ms_vs_riet";"Sphagnum squarrosum Crome";306884;692
"G";"natte hei add";"Sphagnum subnitens Russow & Warnst.";300629;552
"G";"rbbHfl-groep1";"Sphagnum subnitens Russow & Warnst.";8913;561
"H";;"Sphagnum subnitens Russow & Warnst.";299921;624
"H";;"Sphagnum subnitens Russow & Warnst.";299950;625
"H";;"Sphagnum subnitens Russow & Warnst.";299979;631
"H";"hei_diff_7150-groep";"Sphagnum subnitens Russow & Warnst.";300174;635
"O";"heide sl diff grasl";"Sphagnum subnitens Russow & Warnst.";300564;641
;;"Sphagnum subnitens Russow & Warnst.";303604;648
"M";"zuurlaagv-sleutels.";"Sphagnum subnitens Russow & Warnst.";306302;655
"M";"rbbhfl-kwal";"Sphagnum subnitens Russow & Warnst.";306400;677
"M";"ms_vs_riet";"Sphagnum subnitens Russow & Warnst.";306888;692
"G";"natte hei add";"Sphagnum subsecundum Nees";300630;552
"G";"rbbHfl-groep1";"Sphagnum subsecundum Nees";8914;561
"G";"moerasmossen";"Sphagnum subsecundum Nees";294559;591
"G";"ms diff hc-groep";"Sphagnum subsecundum Nees";296640;602
"G";"ms-mossen-groep";"Sphagnum subsecundum Nees";297173;605
"G";"m_ruim-groep";"Sphagnum subsecundum Nees";299118;620
"H";;"Sphagnum subsecundum Nees";299918;624
"H";"c diff 23-groep";"Sphagnum subsecundum Nees";299701;625
"H";"cv-vochtig-groep";"Sphagnum subsecundum Nees";299897;631
;;"Sphagnum subsecundum Nees";301257;640
"O";"heide sl diff grasl";"Sphagnum subsecundum Nees";300565;641
"H";"(hoog)veenmossen";"Sphagnum subsecundum Nees";301216;644
"G";"heide habitatw sl";"Sphagnum subsecundum Nees";301629;648
;;"Sphagnum subsecundum Nees";306906;692
"G";"natte hei add";"Sphagnum tenellum (Brid.) Pers. ex Brid.";300631;552
"G";"rbbHfl-groep1";"Sphagnum tenellum (Brid.) Pers. ex Brid.";8915;561
"G";"hei diff gras-groep";"Sphagnum tenellum (Brid.) Pers. ex Brid.";298190;614
"G";"hei diff moer-groep";"Sphagnum tenellum (Brid.) Pers. ex Brid.";298421;616
"H";;"Sphagnum tenellum (Brid.) Pers. ex Brid.";299920;624
"H";;"Sphagnum tenellum (Brid.) Pers. ex Brid.";299949;625
"H";;"Sphagnum tenellum (Brid.) Pers. ex Brid.";299978;631
"G";"hei_diff_heischr";"Sphagnum tenellum (Brid.) Pers. ex Brid.";300052;633
"H";"hei_diff_7150-groep";"Sphagnum tenellum (Brid.) Pers. ex Brid.";300159;635
"G";"hei diff gras-htabel";"Sphagnum tenellum (Brid.) Pers. ex Brid.";300282;638
;;"Sphagnum tenellum (Brid.) Pers. ex Brid.";300346;639
"O";"heide s.l.";"Sphagnum tenellum (Brid.) Pers. ex Brid.";300374;640
"G";"heide habitatw sl";"Sphagnum tenellum (Brid.) Pers. ex Brid.";301630;648
"M";"rbbhfl-kwal";"Sphagnum tenellum (Brid.) Pers. ex Brid.";306401;677
"G";"natte hei add";"Sphagnum teres (Schimp.) Ångstr.";300632;552
"G";"rbbHfl-groep1";"Sphagnum teres (Schimp.) Ångstr.";8916;561
"G";"moerasmossen";"Sphagnum teres (Schimp.) Ångstr.";294561;591
"G";"ms diff hc-groep";"Sphagnum teres (Schimp.) Ångstr.";296641;602
"G";"ms-mossen-groep";"Sphagnum teres (Schimp.) Ångstr.";297174;605
"G";"m diff hei-groep";"Sphagnum teres (Schimp.) Ångstr.";298384;615
"G";"m_ruim-groep";"Sphagnum teres (Schimp.) Ångstr.";299119;620
"H";;"Sphagnum teres (Schimp.) Ångstr.";299919;624
"H";"c diff 23-groep";"Sphagnum teres (Schimp.) Ångstr.";299702;625
"H";"cv-vochtig-groep";"Sphagnum teres (Schimp.) Ångstr.";299898;631
"H";"moeras";"Sphagnum teres (Schimp.) Ångstr.";300830;642
"H";"M diff 4010_7140oli";"Sphagnum teres (Schimp.) Ångstr.";301098;643
"H";"ven- en moerasgroep ";"Sphagnum teres (Schimp.) Ångstr.";305757;650
"M";"zuurlaagv-sleutels.";"Sphagnum teres (Schimp.) Ångstr.";306303;655
"M";"alkalische begeleid.";"Sphagnum teres (Schimp.) Ångstr.";306294;661
"M";"rbbhfl-kwal";"Sphagnum teres (Schimp.) Ångstr.";306402;677
"M";"ms_vs_riet";"Sphagnum teres (Schimp.) Ångstr.";306889;692
"M";"invasieve exoten";"Spiraea";306204;667
"M";"invasieve exoten";"Spiraea alba Duroi";306205;667
"M";"invasieve exoten";"Spiraea douglasii Hook.";306203;667
"M";"water_moeras";"Spirodela polyrhiza (L.) Schleid.";306669;688
