"hrl_code";"code";"wet_naam";"volgnr";"soortenlijstnr"
"G";"hei diff moer-groep";"Erica cinerea L.";298404;616
"open hei";;"Erica cinerea L.";299412;621
"H";"c diff 23-groep";"Erica cinerea L.";299461;625
"G";"hei diff gras-htabel";"Erica cinerea L.";300238;638
"O";"heide s.l.";"Erica cinerea L.";300390;640
"G";"heide habitatw sl";"Erica cinerea L.";301588;648
"G";"cg diff ce-groep";"Erica cinerea L.";303654;649
"G";"heizoom1";"Erica tetralix L.";7837;545
"G";;"Erica tetralix L.";8607;546
"G";"heide";"Erica tetralix L.";8040;549
"G";"heide sensu stricto";"Erica tetralix L.";9430;580
"G";"ha_ruim-groep";"Erica tetralix L.";9828;586
"G";"hmo diff hm-groep";"Erica tetralix L.";294850;594
"G";"hmn-groep";"Erica tetralix L.";297817;607
;;"Erica tetralix L.";297918;608
"G";"hei diff gras-groep";"Erica tetralix L.";298173;614
"G";"hei diff moer-groep";"Erica tetralix L.";298405;616
"open hei";;"Erica tetralix L.";299413;621
"H";"c diff 23-groep";"Erica tetralix L.";299462;625
"H";"cv-vochtig-groep";"Erica tetralix L.";299864;631
"G";"hei diff gras-htabel";"Erica tetralix L.";300239;638
"O";"heide s.l.";"Erica tetralix L.";300412;640
"G";"heide habitatw sl";"Erica tetralix L.";301589;648
;;"Erigeron acer L.";305910;567
"G";"moeras-groep";"Eriophorum gracile Koch ex Roth";9135;466
"rbbZil";"moeras-groep";"Eriophorum gracile Koch ex Roth";5783;479
"G";"moeras-groep";"Eriophorum gracile Koch ex Roth";6929;533
"G";"Obligaat freatofyt";"Eriophorum gracile Koch ex Roth";8159;550
"G";"moeras-groep";"Eriophorum gracile Koch ex Roth";298632;578
"G";"vos diff hu-groep";"Eriophorum gracile Koch ex Roth";295185;596
"G";"ms diff hc-groep";"Eriophorum gracile Koch ex Roth";296540;602
"G";"m diff hei-groep";"Eriophorum gracile Koch ex Roth";298278;615
"G";"m_ruim-groep";"Eriophorum gracile Koch ex Roth";299029;620
"H";"moeras";"Eriophorum gracile Koch ex Roth";300738;642
"H";"M diff 4010_7140oli";"Eriophorum gracile Koch ex Roth";301053;643
"H";"ven- en moerasgroep ";"Eriophorum gracile Koch ex Roth";305665;650
"M";"trilveen";"Eriophorum gracile Koch ex Roth";306036;659
"M";"alkalisch laagveen";"Eriophorum gracile Koch ex Roth";306049;660
"G";"moeras-groep";"Eriophorum latifolium Hoppe";9136;466
"rbbZil";"moeras-groep";"Eriophorum latifolium Hoppe";5784;479
"G";"moeras-groep";"Eriophorum latifolium Hoppe";6930;533
"G";"mk-groep";"Eriophorum latifolium Hoppe";299397;534
"G";"Obligaat freatofyt";"Eriophorum latifolium Hoppe";8160;550
"G";"Mk-groep1";"Eriophorum latifolium Hoppe";8438;555
"G";"moeras-groep";"Eriophorum latifolium Hoppe";298633;578
"G";"vos diff hu-groep";"Eriophorum latifolium Hoppe";295186;596
"G";"valleigrasland-groep";"Eriophorum latifolium Hoppe";297042;604
"G";"m diff hei-groep";"Eriophorum latifolium Hoppe";298279;615
"G";"m_ruim-groep";"Eriophorum latifolium Hoppe";299030;620
"H";"moeras";"Eriophorum latifolium Hoppe";300739;642
"H";"M diff 4010_7140oli";"Eriophorum latifolium Hoppe";301054;643
"H";"ven- en moerasgroep ";"Eriophorum latifolium Hoppe";305666;650
"M";"alkalisch laagveen";"Eriophorum latifolium Hoppe";306042;660
"G";"moeras-groep1";"Eriophorum polystachion L.";5354;466
"rbbZil";"moeras-groep";"Eriophorum polystachion L.";5785;479
"G";"moeras-groep1";"Eriophorum polystachion L.";6931;533
"G";"heide";"Eriophorum polystachion L.";8080;549
"G";"Obligaat freatofyt";"Eriophorum polystachion L.";8286;550
"G";"natte hei";"Eriophorum polystachion L.";8327;552
;"rbbHfl-groep1";"Eriophorum polystachion L.";8917;561
"G";"Ms-groep1";"Eriophorum polystachion L.";8642;564
"G";"ms diff hm-groep";"Eriophorum polystachion L.";9282;578
"G";"vos diff hu-groep";"Eriophorum polystachion L.";295187;596
"G";"ms diff hc-groep";"Eriophorum polystachion L.";296542;602
"G";"hmn-groep";"Eriophorum polystachion L.";297818;607
"G";"heide";"Eriophorum polystachion L.";301498;616
"G";"hm_hmo-groep";"Eriophorum polystachion L.";298822;618
"G";"ms-groep";"Eriophorum polystachion L.";298960;619
"G";"m_ruim-groep";"Eriophorum polystachion L.";299183;620
"open hei";;"Eriophorum polystachion L.";299416;621
"ce_diff_cg";;"Eriophorum polystachion L.";299435;624
"H";"c diff 23-groep";"Eriophorum polystachion L.";299463;625
"H";"cv-vochtig-groep";"Eriophorum polystachion L.";299865;631
"G";"hei_diff_heischr";"Eriophorum polystachion L.";300058;633
"H";"hei_diff_7150-groep";"Eriophorum polystachion L.";300145;635
"G";"heide habitatw sl";"Eriophorum polystachion L.";303503;648
"H";"ven- en moerasgroep ";"Eriophorum polystachion L.";305667;650
"M";"zuurlaagv-sleutels.";"Eriophorum polystachion L.";306296;655
"M";"rbbhfl-kwal";"Eriophorum polystachion L.";306390;677
"M";"ms_vs_riet";"Eriophorum polystachion L.";306879;692
;;"Eriophorum polystachion L.";306901;694
"M";;"Eriophorum polystachion L.";306935;696
"G";"moeras-groep";"Eriophorum vaginatum L.";9138;466
"rbbZil";"moeras-groep";"Eriophorum vaginatum L.";5786;479
"G";"moeras-groep";"Eriophorum vaginatum L.";6932;533
"G";"heide";"Eriophorum vaginatum L.";8081;549
"G";"Obligaat freatofyt";"Eriophorum vaginatum L.";8161;550
"G";"natte hei";"Eriophorum vaginatum L.";8328;552
"G";"moeras-groep";"Eriophorum vaginatum L.";298635;578
"G";"heide sensu stricto";"Eriophorum vaginatum L.";9432;580
"G";"hmo diff hm-groep";"Eriophorum vaginatum L.";294851;594
"G";"vos diff hu-groep";"Eriophorum vaginatum L.";295189;596
"G";"ms diff hc-groep";"Eriophorum vaginatum L.";296543;602
"G";"hmn-groep";"Eriophorum vaginatum L.";297819;607
"G";"hei diff gras-groep";"Eriophorum vaginatum L.";298174;614
"G";"hei diff moer-groep";"Eriophorum vaginatum L.";298406;616
"G";"m_ruim-groep";"Eriophorum vaginatum L.";299184;620
"ce_diff_cg";;"Eriophorum vaginatum L.";299436;624
"H";"c diff 23-groep";"Eriophorum vaginatum L.";299464;625
"H";"cv-vochtig-groep";"Eriophorum vaginatum L.";299866;631
"G";"hei_diff_heischr";"Eriophorum vaginatum L.";300010;633
"H";"hei_diff_7150-groep";"Eriophorum vaginatum L.";300146;635
"G";"hei diff gras-htabel";"Eriophorum vaginatum L.";300240;638
;;"Eriophorum vaginatum L.";300330;639
"O";"heide s.l.";"Eriophorum vaginatum L.";300359;640
"G";"heide habitatw sl";"Eriophorum vaginatum L.";301590;648
"M";"overgangsv-sleutels.";"Eriophorum vaginatum L.";305998;657
"Ha";"SleutelsoortenStart";"Erodium cicutarium (L.) L'Hérit.";6767;504
"Ha";"SleutelsoortenStart";"Erodium cicutarium (L.) L'Hérit.";6763;521
"Ha";"Sleutelsoorten";"Erodium cicutarium (L.) L'Hérit.";6806;527
"Ha";"Sleutelsoorten";"Erodium cicutarium (L.) L'Hérit.";6786;528
"G";"ruderaal_ruim-groep";"Erodium cicutarium (L.) L'Hérit.";294162;587
;"1";"Erodium lebelii Jord.";8815;567
"G";"ruderaal_ruim-groep";"Erodium lebelii Jord.";294163;587
"G";"eenjarigen-heide";"Erophila verna (L.) Chevall.";8350;553
"G";"ruderaal_ruim-groep";"Erophila verna (L.) Chevall.";294164;587
"G";"cg diff ce-groep";"Erophila verna (L.) Chevall.";303657;649
"G";"Husc-groep1";"Eryngium campestre L.";7803;543
"G";"moerasmossen";"Eucladium verticillatum (With.) Bruch & Schimp.";294570;591
"G";"kalkmossen";"Eucladium verticillatum (With.) Bruch & Schimp.";294671;592
"G";"m diff hei-groep";"Eucladium verticillatum (With.) Bruch & Schimp.";298282;615
"G";"m_ruim-groep";"Eucladium verticillatum (With.) Bruch & Schimp.";299031;620
"H";"moeras";"Eucladium verticillatum (With.) Bruch & Schimp.";300740;642
"H";"M diff 4010_7140oli";"Eucladium verticillatum (With.) Bruch & Schimp.";301055;643
"H";"ven- en moerasgroep ";"Eucladium verticillatum (With.) Bruch & Schimp.";305668;650
"rbbHc";"Verruiging";"Eupatorium cannabinum L.";5043;442
"rbbVos";"Verruiging";"Eupatorium cannabinum L.";5486;453
"rbbZil";"hf-groep";"Eupatorium cannabinum L.";5723;480
"rbbZil";"Verruiging";"Eupatorium cannabinum L.";5861;485
"rbbHf";"SleutelsoortenStart";"Eupatorium cannabinum L.";6733;497
"rbbHf";"Sleutelsoortenj";"Eupatorium cannabinum L.";6666;501
"G";"Fac. freatofyt (V of";"Eupatorium cannabinum L.";7891;546
"G";"6430hw-groep";"Eupatorium cannabinum L.";8516;558
"G";"vocht ruigtekruiden";"Eupatorium cannabinum L.";8530;559
"G";"valleigrasland-groep";"Eupatorium cannabinum L.";297043;604
"M";"natteruigte-begel.";"Eupatorium cannabinum L.";306112;663
"M";"mc_ruig";"Eupatorium cannabinum L.";306347;674
;;"Eupatorium cannabinum L.";306485;684
;;"Eupatorium cannabinum L.";306511;687
"G";"Husc-groep1";"Euphorbia cyparissias L.";7791;543
;;"Euphorbia cyparissias L.";9049;562
"G";"ruderaal_ruim-groep";"Euphorbia cyparissias L.";294165;587
;;"Euphorbia esula L.";9050;562
"G";"ruderaal_ruim-groep";"Euphorbia esula L.";294166;587
"G";"ruderaal_ruim-groep";"Euphorbia helioscopia L.";294167;587
"G";"ruderaal_ruim-groep";"Euphorbia peplus L.";294168;587
"Ha";"SleutelsoortenStart";"Euphrasia stricta groep";6294;504
"Ha";"hn-groep";"Euphrasia stricta groep";6380;505
"Ha";"SleutelsoortenStart";"Euphrasia stricta groep";6542;521
"G";"Hn-Groep1";"Euphrasia stricta groep";7020;535
"G";"hm diff hc-groep";"Euphrasia stricta groep";9229;577
"G";"hn-groep";"Euphrasia stricta groep";301441;580
"G";"ha_ruim-groep";"Euphrasia stricta groep";9831;586
"G";"ruderaal_ruim-groep";"Euphrasia stricta groep";294169;587
"G";"hu diff vos-groep";"Euphrasia stricta groep";294987;595
"G";"hm diff heide-groep";"Euphrasia stricta groep";298033;611
"G";"hn-groep";"Euphrasia stricta groep";301537;616
"G";"hm_hmo-groep";"Euphrasia stricta groep";298884;618
"G";"heischr diff hei";"Euphrasia stricta groep";300297;634
"G";"Hn+-groep";"Euphrasia stricta groep";301273;646
"G";"heide habitatw sl";"Euphrasia stricta groep";303505;648
"G";"cg diff ce-groep";"Euphrasia stricta groep";303658;649
"Ha";"SleutelsoortenStart";"Euphrasia stricta J.P. Wolff ex Lehm.";6295;504
"Ha";"hn-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";6381;505
"Ha";"SleutelsoortenStart";"Euphrasia stricta J.P. Wolff ex Lehm.";6543;521
"G";"Hn-Groep1";"Euphrasia stricta J.P. Wolff ex Lehm.";7021;535
"G";"hm diff hc-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";9230;577
"G";"hn-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";301442;580
"G";"ha_ruim-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";9832;586
"G";"ruderaal_ruim-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";294170;587
"G";"hu diff vos-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";294988;595
"G";"hm diff heide-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";298034;611
"G";"hn-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";301538;616
"G";"hm_hmo-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";298885;618
"G";"heischr diff hei";"Euphrasia stricta J.P. Wolff ex Lehm.";300298;634
"G";"Hn+-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";301274;646
"G";"heide habitatw sl";"Euphrasia stricta J.P. Wolff ex Lehm.";303506;648
"G";"cg diff ce-groep";"Euphrasia stricta J.P. Wolff ex Lehm.";303659;649
"rbbHf";"invasieve exoten";"Fallopia japonica (Houtt.) Ronse Decraene";6701;500
;"1";"Fallopia japonica (Houtt.) Ronse Decraene";8867;562
"G";"ruderaal_ruim-groep";"Fallopia japonica (Houtt.) Ronse Decraene";294171;587
"M";"invasieve exoten";"Fallopia japonica (Houtt.) Ronse Decraene";306184;667
"rbbHf";"invasieve exoten";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";6700;500
;"1";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";8868;562
"G";"ruderaal_ruim-groep";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";294172;587
"M";"invasieve exoten";"Fallopia sachalinensis (F. Schmidt Petrop.) Ronse Decraene";306185;667
;"1";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";8869;562
"G";"ruderaal_ruim-groep";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";294173;587
"M";"invasieve exoten";"Fallopia x bohemica (Chrtek et Chrtková) J.P. Bailey";306186;667
"G";"hu-groep11";"Festuca arundinacea Schreb.";5271;460
"rbbZil";"hu-groep";"Festuca arundinacea Schreb.";5703;477
"Hu";"hu-groep";"Festuca arundinacea Schreb.";6452;514
"G";"Fac. freatofyt (V of";"Festuca arundinacea Schreb.";7892;546
"G";"hu-groep";"Festuca arundinacea Schreb.";8752;566
"G";"voedselrijk grasland";"Festuca arundinacea Schreb.";9908;582
"G";"hpster grasland-groe";"Festuca arundinacea Schreb.";9702;583
"M";"mc_gras";"Festuca arundinacea Schreb.";306365;675
;;"Festuca arundinacea Schreb.";306494;685
;;"Festuca arundinacea Schreb.";306833;693
"M";;"Festuca arundinacea Schreb.";307012;695
"Ha";"SleutelsoortenStart";"Festuca filiformis Pourr.";6569;504
"Ha";"hn-groep";"Festuca filiformis Pourr.";6362;505
"Ha";"SleutelsoortenStart";"Festuca filiformis Pourr.";6567;521
"Ha";"Lage grassen";"Festuca filiformis Pourr.";6778;529
"G";"Hn-Groep1";"Festuca filiformis Pourr.";7006;535
;;"Festuca filiformis Pourr.";300194;551
"G";"ha-groep = Hn";"Festuca filiformis Pourr.";8626;563
"G";"hm diff hc-groep";"Festuca filiformis Pourr.";9231;577
"G";"ha_ruim-groep";"Festuca filiformis Pourr.";9833;586
"G";"hmo diff hm-groep";"Festuca filiformis Pourr.";294854;594
"G";"hu diff vos-groep";"Festuca filiformis Pourr.";294989;595
"G";"hm diff ms-groep";"Festuca filiformis Pourr.";297212;606
"G";"hmn diff ms-groep";"Festuca filiformis Pourr.";297894;608
"G";"hei diff moer-groep";"Festuca filiformis Pourr.";298454;616
"G";"heide habitatw sl";"Festuca filiformis Pourr.";303507;648
"G";"cg diff ce-groep";"Festuca filiformis Pourr.";303660;649
"G";"6430_bz";"Festuca gigantea (L.) Vill.";9034;573
"Ha";"SleutelsoortenStart";"Festuca ovina L.";6568;504
"Ha";"hn-groep";"Festuca ovina L.";6366;505
"Ha";"SleutelsoortenStart";"Festuca ovina L.";6566;521
"G";"1";"Festuca ovina L.";9174;535
;;"Festuca ovina L.";300195;551
"G";"ha-groep = Hn";"Festuca ovina L.";294370;563
"G";"hm diff hc-groep";"Festuca ovina L.";9232;577
"G";"ha_ruim-groep";"Festuca ovina L.";9834;586
"G";"hu diff vos-groep";"Festuca ovina L.";294990;595
"G";"hm diff ms-groep";"Festuca ovina L.";297211;606
"G";"hmn diff ms-groep";"Festuca ovina L.";297895;608
"G";"hei diff moer-groep";"Festuca ovina L.";298455;616
"G";"heide habitatw sl";"Festuca ovina L.";303508;648
"G";"cg diff ce-groep";"Festuca ovina L.";303662;649
"rbbVos";"Vochtgroep_sleutel";"Festuca pratensis Huds.";5155;456
"G";"hu-groep11";"Festuca pratensis Huds.";5260;460
"rbbZil";"hu-groep";"Festuca pratensis Huds.";5704;477
"Hu";"hu-groep";"Festuca pratensis Huds.";6453;514
"G";"1";"Festuca pratensis Huds.";8918;565
"G";"hu-groep";"Festuca pratensis Huds.";8753;566
"G";"hc diff hm-groep";"Festuca pratensis Huds.";9196;576
"G";"voedselrijk grasland";"Festuca pratensis Huds.";9909;582
"G";"hpster grasland-groe";"Festuca pratensis Huds.";9694;583
"G";"vos diff hc";"Festuca pratensis Huds.";9717;584
"G";"vos diff hu-groep";"Festuca pratensis Huds.";295190;596
"G";"vos diff zil-groep";"Festuca pratensis Huds.";295457;599
"G";"hc diff ms-groep";"Festuca pratensis Huds.";296863;603
"G";"valleigrasland-groep";"Festuca pratensis Huds.";297044;604
;;"Festuca pratensis Huds.";306827;693
"M";;"Festuca pratensis Huds.";307006;695
"G";"hu-groep11";"Festuca rubra groep";5273;460
"rbbVos";"Verdroging";"Festuca rubra groep";5560;472
"rbbZil";"hu-groep";"Festuca rubra groep";5705;477
"Hu";"hu-groep";"Festuca rubra groep";6454;514
"Ha";"Lage grassen";"Festuca rubra groep";6777;529
;;"Festuca rubra groep";9082;575
"G";"hpster grasland-groe";"Festuca rubra groep";9684;583
;;"Festuca rubra groep";300121;634
;;"Festuca rubra groep";306831;693
"M";;"Festuca rubra groep";307010;695
"G";"hu-groep11";"Festuca rubra L.";5274;460
"rbbVos";"Verdroging";"Festuca rubra L.";5561;472
"rbbZil";"hu-groep";"Festuca rubra L.";5706;477
"Hu";"hu-groep";"Festuca rubra L.";6455;514
"Ha";"Lage grassen";"Festuca rubra L.";6779;529
;;"Festuca rubra L.";9083;575
"G";"hpster grasland-groe";"Festuca rubra L.";9685;583
;;"Festuca rubra L.";300122;634
;;"Festuca rubra L.";306832;693
"M";;"Festuca rubra L.";307011;695
;;"Festuca rubra L. subsp. arenaria (Osbeck) Aresch.";299747;626
"rbbZil";"Sleutelsoorten";"Festuca rubra L. subsp. litoralis (G.F.W. Mey.) Auquier";6167;502
"rbbZil";"Sleutelsoorten";"Festuca rubra L. subsp. litoralis (G.F.W. Mey.) Auquier";6211;503
"Ha";"SleutelsoortenStart";"Filago minima (Smith) Pers.";6288;504
"G";"ha+-groep1";"Filago minima (Smith) Pers.";8366;513
"Ha";"SleutelsoortenStart";"Filago minima (Smith) Pers.";6544;521
"Ha";"Sleutelsoorten";"Filago minima (Smith) Pers.";6805;527
"Ha";"Sleutelsoorten";"Filago minima (Smith) Pers.";6785;528
"G";"eenjarigen-heide";"Filago minima (Smith) Pers.";8349;553
"G";"ha_ruim-groep";"Filago minima (Smith) Pers.";9835;586
"G";"ruderaal_ruim-groep";"Filago minima (Smith) Pers.";294174;587
"G";"hu diff vos-groep";"Filago minima (Smith) Pers.";294991;595
"2330_dw";;"Filago minima (Smith) Pers.";299433;623
"H";"23 diff c-groep";"Filago minima (Smith) Pers.";299732;626
"H";"2330dw diff duin";"Filago minima (Smith) Pers.";299788;629
"H";"23 diff grasland";"Filago minima (Smith) Pers.";299817;630
"O";"2310_2330";"Filago minima (Smith) Pers.";300470;640
"G";"heide habitatw sl";"Filago minima (Smith) Pers.";301591;648
"G";"cg diff ce-groep";"Filago minima (Smith) Pers.";303664;649
"2330_dw";;"Filago vulgaris Lam.";299434;623
"H";"23 diff c-groep";"Filago vulgaris Lam.";299733;626
"H";"2330dw diff duin";"Filago vulgaris Lam.";299789;629
"H";"23 diff grasland";"Filago vulgaris Lam.";299818;630
"O";"2310_2330";"Filago vulgaris Lam.";300471;640
"G";"heide habitatw sl";"Filago vulgaris Lam.";301592;648
"G";"cg diff ce-groep";"Filago vulgaris Lam.";303668;649
"rbbHc";"Verruiging";"Filipendula ulmaria (L.) Maxim.";5040;442
"rbbVos";"Verruiging";"Filipendula ulmaria (L.) Maxim.";5619;453
"rbbVos";"Vochtgroep_sleutel";"Filipendula ulmaria (L.) Maxim.";5154;456
"rbbVos";"nattegroep";"Filipendula ulmaria (L.) Maxim.";5545;470
"rbbZil";"hf-groep";"Filipendula ulmaria (L.) Maxim.";5724;480
"rbbZil";"Verruiging";"Filipendula ulmaria (L.) Maxim.";5865;485
"rbbKam";"Verruiging";"Filipendula ulmaria (L.) Maxim.";6219;491
"rbbHf";"SleutelsoortenStart";"Filipendula ulmaria (L.) Maxim.";6734;497
"rbbHf";"Sleutelsoortenj";"Filipendula ulmaria (L.) Maxim.";6667;501
"Hu";"Verruiging029";"Filipendula ulmaria (L.) Maxim.";6427;519
"rbbHf";"SleutelsoortenKempe2";"Filipendula ulmaria (L.) Maxim.";6622;526
"G";"Obligaat freatofyt";"Filipendula ulmaria (L.) Maxim.";8162;550
"G";"vocht ruigtekruiden";"Filipendula ulmaria (L.) Maxim.";8524;559
"G";"1";"Filipendula ulmaria (L.) Maxim.";8919;565
;;"Filipendula ulmaria (L.) Maxim.";294813;593
"G";"vos diff hu-groep";"Filipendula ulmaria (L.) Maxim.";295191;596
"G";"vos diff zil-groep";"Filipendula ulmaria (L.) Maxim.";295458;599
"G";"hc diff zil-groep";"Filipendula ulmaria (L.) Maxim.";295517;600
"G";"hc diff ms-groep";"Filipendula ulmaria (L.) Maxim.";296861;603
"G";"valleigrasland-groep";"Filipendula ulmaria (L.) Maxim.";297045;604
"G";"hm diff ms-groep";"Filipendula ulmaria (L.) Maxim.";298697;606
;;"Filipendula ulmaria (L.) Maxim.";297911;608
"G";"hc diff heide-groep";"Filipendula ulmaria (L.) Maxim.";298126;612
"M";"natteruigte-sleutel.";"Filipendula ulmaria (L.) Maxim.";306099;662
"M";"dottergrasland";"Filipendula ulmaria (L.) Maxim.";306136;664
"M";"mc_ruig";"Filipendula ulmaria (L.) Maxim.";306348;674
;;"Filipendula ulmaria (L.) Maxim.";306479;684
;;"Filipendula ulmaria (L.) Maxim.";306512;687
"M";"natteruigte-grzegge";"Filipendula ulmaria (L.) Maxim.";306745;689
;;"Filipendula ulmaria (L.) Maxim.";306955;696
;;"Fissidens dubius P.Beauv.";294692;534
"G";"kalkmossen";"Fissidens dubius P.Beauv.";294691;592
"G";"hm diff hmo-groep";"Fissidens dubius P.Beauv.";294701;593
"G";"kalkmossen";"Fissidens gracilifolius Brugg.-Nann. & Nyholm";294654;592
"G";"6430_bz";"Fragaria moschata Weston";9027;573
"G";"6430_bz";"Fragaria vesca L.";9018;573
;;"Frangula alnus Mill.";9663;575
"G";"ruderaal_ruim-groep";"Frangula alnus Mill.";294175;587
;;"Frangula alnus Mill.";297926;608
"G";"hei diff moer-groep";"Frangula alnus Mill.";298459;616
"G";"heide habitatw sl";"Frangula alnus Mill.";303509;648
"G";"Fac. freatofyt (V of";"Fraxinus excelsior L.";7893;546
"G";"ruderaal_ruim-groep";"Fraxinus excelsior L.";294176;587
"rbbVos";"sleutelsoort";"Fritillaria meleagris L.";5122;454
"rbbVos";"hua-kerngroep";"Fritillaria meleagris L.";5259;463
"rbbVos";"Sleutelsoorten";"Fritillaria meleagris L.";6229;469
"G";"Obligaat freatofyt";"Fritillaria meleagris L.";8163;550
"G";;"Fritillaria meleagris L.";294417;565
