"BRC_num";"taxon_name";"ML";"ord";"len";"stat";"lf1";"per";"lf2";"gem";"tub";"bra";"bul";"lvs";"fr";"sex";"spbeg";"spbeg2";"spend";"sp1";"spend2";"e";"sp2";"sc";"w";"ir";"ci";"ni";"elem";"gbno";"cino";"irno";"tjan";"prec";"tjul";"alt";"f_indicatie";"l_indicatie";"n_indicatie";"r_indicatie";"hm_indicatie";"s_indicatie";"rh";"rs";"rw";"so";"sr";"gs";"pt";"dv";"dw";"br";"da";"en";"aq";"ew";"a2";"b1";"b2";"b3";"c1";"c2";"c3";"d1";"d2";"d4";"e1";"e2";"e3";"e4";"e7";"f3";"f4";"f9";"fa";"g1";"g1r";"g3";"g3r";"h2";"h3";"h5";"i1";"i2";"j1";"j2";"j3";"id";"j4"
"0820    35";"Archidium alternifolium";"M";"Arch";20,00;"N";"Tf";"PA";"Ts";;"X";;;;"F";"M";3,00;10,00;6,00;127,00;"10";"E";262,00;"S";"W";"IR";"CI";"NI";83,00;480,00;2,00;59,00;3,80;1280,00;14,30;460,00;8,00;7,00;3,00;4,00;2,00;2,00;;;;3,00;2,00;;;;;;;;;;"3";;;3,00;;;3,00;;;;3,00;;;;;;3,00;;;;3,00;;"3";;;3,00;;;;;3,00;64;
"0820    36";"Arctoa fulvella";"M";"Dicr";30,00;"N";"Cu";"P";"";;;;;;"A";"M";5,00;;5,00;18,00;;"E";28,00;"S";"W";"IR";;;13,00;54,00;;4,00;1,30;2203,00;11,80;1340,00;5,00;7,00;1,00;2,00;0,00;0,00;3,00;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;;;;;2,00;3,00;;;;;;;65;
"0810  1411";"Athalamia hyalina";"L";"Marc";70,00;"N";"Mt";"P";"";;;;;;"F";"D";5,00;;5,00;45,00;;;55,00;"S";;;;;16,00;1,00;;;-0,80;1125,00;11,10;530,00;6,00;7,00;2,00;7,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;66;
"0820    37";"Atrichum angustatum";"M";"Poly";30,00;"N";"Tf";"P";"";;"X";;;;"R";"D";;;;12,00;;"E";14,00;"(S)";"(W)";;;"NI";73,00;17,00;;1,00;3,80;800,00;16,20;137,00;7,00;6,00;3,00;4,00;0,00;0,00;;;;3,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;2,00;;;;3,00;;;;;;;;;;1,00;67;
"0820    38";"Atrichum crispum";"M";"Poly";70,00;"AN";"Tf";"P";"";;"F";;;;"X";"D";;;;17,00;;"E";32,00;;"W";"IR";;;72,00;143,00;;7,00;3,00;1483,00;14,20;450,00;8,00;6,00;2,00;3,00;0,00;0,00;;;;3,00;;3,00;3,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;"3";;;1,00;;;;;;68;
"0820    39";"Atrichum tenellum";"M";"Poly";15,00;"N";"Tf";"P";"Ts";;"X";;;;"R";"D";;;;20,00;;"E";25,00;"S";"W";"IR";;"NI";56,00;44,00;;7,00;3,00;1388,00;13,90;460,00;8,00;7,00;3,00;4,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;;;;;;1,00;;;;;;;;;;;;;;2,00;;"2";;;3,00;;;;;1,00;69;
"0820    40";"Atrichum undulatum";"M";"Poly";70,00;"N";"Tf";"P";"";;"X";;;;"A";"M(D)";11,00;;4,00;16,00;;"E";20,00;"S";"W";"IR";"CI";"NI";56,00;2087,00;3,00;283,00;3,30;1121,00;14,60;1000,00;6,00;4,00;5,00;5,00;0,00;0,00;;;;3,00;;3,00;;;;;;;;;;;;;;;3,00;;;;3,00;"3";;;"3";"3";;;"3";3,00;;"3";;3,00;3,00;3,00;1,00;2,00;;"1";3,00;70;
"0820    40.1";"Atrichum undulatum var. gracilisetum";"M";"Poly";70,00;"N";"Tf";"P";"";;;;;;"A";"M";;;;;;"(E)";;;;;;;56,00;;;;;;;175,00;6,00;4,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;71;
"0820    40.3";"Atrichum undulatum var. undulatum";"M";"Poly";70,00;"N";"Tf";"P";"";;;;;;"A";"M(D)";11,00;;4,00;16,00;;"E";20,00;"S";"W";"IR";"CI";"NI";56,00;479,00;;12,00;3,60;1091,00;15,10;1000,00;6,00;4,00;5,00;5,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;3,00;"3";;;"3";"3";;;"3";3,00;;"3";;3,00;3,00;;1,00;2,00;;"1";3,00;72;
"0820    41";"Aulacomnium androgynum";"M";"Brya";25,00;"N";"Tuft";"P";"";"F";;;;;"R";"D";;;;9,00;;"E";11,00;"S";"W";"IR";;"NI";73,00;993,00;;3,00;3,30;812,00;15,50;450,00;6,00;5,00;4,00;3,00;0,00;0,00;;"3";;3,00;;3,00;3,00;"3";3,00;;;;;3,00;;;;;;;;;;;;;;;;"3";;"3";"3";3,00;;"2";;;2,00;2,00;;3,00;;"2";;73;
"0820    42";"Aulacomnium palustre";"M";"Brya";90,00;"N";"Tf";"P";"Tuft";"O";;;;;"O";"D";6,00;;8,00;11,00;;"E";14,00;"S";"W";"IR";"CI";"NI";36,00;1359,00;2,00;215,00;3,10;1263,00;14,00;975,00;8,00;7,00;2,00;3,00;1,00;0,00;;;;3,00;;2,00;3,00;;1,00;;;;;;;;;2,00;;;;"3";"3";"2";;"3";3,00;;;;3,00;"3";;1,00;;;"1";;;2,00;;1,00;;"2";2,00;74;
"0820    43";"Aulacomnium turgidum";"M";"Brya";100,00;"N";"Tf";"P";"Tuft";;;;;;"X";"D";;;;9,00;;"(E)";11,00;"S";;;;;16,00;33,00;;;0,70;2395,00;11,10;100,00;4,00;7,00;1,00;4,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;75;
"0810   692";"Barbilophozia atlantica";"L";"Jung";30,00;"N";"We";"P";"Mr";"F";;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;;42,00;126,00;;1,00;2,20;1480,00;13,30;900,00;5,00;6,00;2,00;2,00;0,00;0,00;3,00;;"2";2,00;3,00;;3,00;;;2,00;;;;;;;;;;;;;;;;;;;;;3,00;;;3,00;;;;3,00;3,00;2,00;;;;"3";;76;
"0810   693";"Barbilophozia attenuata";"L";"Jung";30,00;"N";"Mr";"P";"";"F";;;;;"X";"D";;;;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";46,00;509,00;1,00;28,00;2,70;1391,00;13,70;600,00;5,00;4,00;2,00;2,00;0,00;0,00;3,00;"3";"2";3,00;3,00;;3,00;;3,00;;;;;3,00;;;;;;;;"1";;;;;;;;;3,00;;;3,00;;;;3,00;3,00;;;1,00;;"3";;77;
"0810   694";"Barbilophozia barbata";"L";"Jung";50,00;"N";"Ms";"P";"";;;;;;"X";"D";;;;15,00;;"E";15,00;"S";"W";"IR";;"NI";46,00;296,00;;4,00;1,90;1637,00;12,80;1150,00;5,00;5,00;2,00;3,00;2,00;0,00;3,00;;"3";3,00;3,00;3,00;;"2";1,00;3,00;;;;1,00;;"2";;;;;;;"2";;2,00;;;;;"2";2,00;;;2,00;;"2";;3,00;3,00;1,00;;;;"3";;78;
"0810   695";"Barbilophozia floerkei";"L";"Jung";60,00;"N";"We";"P";"Mr";;;;;;"R";"D";8,00;;9,00;13,00;;"E";16,00;"S";"W";"IR";;"NI";46,00;638,00;;30,00;2,20;1482,00;13,10;1250,00;5,00;5,00;2,00;2,00;0,00;0,00;2,00;;"2";3,00;3,00;;3,00;"2";1,00;2,00;;;;;;"3";;;;;;;"3";;2,00;;;"3";;;3,00;;;3,00;;;;3,00;3,00;;;;;"2";;79;
"0810   696";"Barbilophozia hatcheri";"L";"Jung";40,00;"N";"We";"P";"Mr";"F";;;;;"R";"D";9,00;;9,00;14,00;;"E";16,00;"S";"W";;;;26,00;144,00;;;1,10;1287,00;12,30;1050,00;5,00;6,00;2,00;3,00;0,00;0,00;3,00;;"3";3,00;3,00;;3,00;"2";;3,00;;;;1,00;;;;;;;;;;;;;;;;;3,00;;;3,00;;;;3,00;3,00;;;;;"3";;80;
"0810   697";"Barbilophozia kunzeana";"L";"Jung";50,00;"N";"Ms";"P";"Sc";"F";;;;;"X";"D";;;;10,00;;"E";14,00;"S";"W";"(IR)";;;26,00;14,00;;;1,40;1231,00;12,90;1250,00;5,00;6,00;2,00;2,00;0,00;0,00;;;;3,00;;;3,00;"3";1,00;3,00;;;;;;;;;;;;"3";"3";;;;3,00;;;;3,00;;;;;;;3,00;3,00;;;;;;;81;
"0810   698";"Barbilophozia lycopodioides";"L";"Jung";50,00;"N";"Ms";"P";"";;;;;;"X";"D";;;;12,00;;"E";14,00;"S";;;;;26,00;44,00;;;0,10;2011,00;11,00;1200,00;6,00;6,00;2,00;4,00;0,00;0,00;3,00;;;3,00;;;;"3";;3,00;;;;;;;;;;;;;;"3";;;;"3";;;2,00;;;;;;;3,00;3,00;;;;;;;82;
"0810   699";"Barbilophozia quadriloba";"L";"Jung";50,00;"N";"Ms";"P";"Tf";"X";;;;;"X";"D";;;;;;;;"S";;;;;16,00;11,00;;;-0,40;1835,00;11,30;1175,00;7,00;6,00;2,00;6,00;0,00;0,00;;"3";;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;"3";;;;;;;;;;;3,00;;;;;;;83;
"0820    45";"Barbula convoluta";"M";"Pott";18,00;"N";"Tf";"PA";"";;"F";;;;"O";"D";6,00;;8,00;8,00;;"E";10,00;"S";"W";"IR";"CI";"NI";66,00;2009,00;3,00;313,00;3,60;1032,00;14,80;580,00;4,00;7,00;5,00;7,00;1,00;0,00;;"2";"2";3,00;3,00;3,00;;;;;;;;;"1";"3";;3,00;;;;;;;3,00;;;;;;;;;;;;;;3,00;3,00;3,00;3,00;"3";"3";3,00;84;"2"
"0820    45.2";"Barbula convoluta var. convoluta";"M";"Pott";25,00;"N";"Tf";"PA";"";;"F";;;;"O";"D";;;;8,00;;"E";10,00;"S";"W";"IR";"CI";"NI";66,00;1483,00;3,00;262,00;3,60;1053,00;14,80;510,00;4,00;7,00;5,00;7,00;0,00;0,00;;"2";"2";3,00;;3,00;;;;;;;;;;"3";;3,00;;;;;;;3,00;;;;;;;;;;;;;;3,00;3,00;3,00;3,00;"3";"3";3,00;85;"2"
"0820    45.1";"Barbula convoluta var. sardoa";"M";"Pott";10,00;"N";"Tf";"P";"";;"F";;;;"O";"D";;;;8,00;;"E";10,00;"S";"W";"IR";"CI";"NI";66,00;569,00;3,00;64,00;4,00;970,00;15,50;510,00;5,00;7,00;5,00;7,00;0,00;0,00;;"2";"2";3,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;3,00;"3";"3";3,00;86;"2"
"0820    62";"Barbula unguiculata";"M";"Pott";25,00;"N";"Tf";"P";"";;"X";;;;"F";"D";11,00;;4,00;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";66,00;1948,00;3,00;266,00;3,60;1012,00;14,90;580,00;5,00;7,00;5,00;7,00;2,00;0,00;;;"2";3,00;3,00;3,00;;;2,00;;;;;;"1";"3";"3";3,00;;;1,00;;;;3,00;;;;;;;;;;3,00;;;;3,00;3,00;3,00;3,00;"3";"3";3,00;87;"1"
"0820    64";"Bartramia halleriana";"M";"Brya";100,00;"N";"Tuft";"P";"";;;;;;"A";"M";;;;20,00;;"E";24,00;"S";"W";"IR";;"(NI)";43,00;100,00;;1,00;1,70;2146,00;12,60;730,00;6,00;4,00;2,00;6,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,00;;;;;3,00;;;;;;;88;
"0820    65";"Bartramia ithyphylla";"M";"Brya";40,00;"N";"Tuft";"P";"Tf";;;;;;"A";"M";6,00;;6,00;34,00;;"E";40,00;"S";"W";"IR";;"NI";26,00;366,00;;12,00;2,10;1610,00;12,80;1170,00;6,00;4,00;2,00;4,00;0,00;0,00;3,00;"3";"2";2,00;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";;;;;;3,00;;;;;"2";;89;
"0820    66";"Bartramia pomiformis";"M";"Brya";65,00;"N";"Tuft";"P";"Tf";;;;;;"A";"M";5,00;;5,00;20,00;;"E";26,00;"S";"W";"IR";"CI";"NI";56,00;829,00;7,00;45,00;2,90;1406,00;13,80;900,00;6,00;4,00;2,00;4,00;0,00;0,00;3,00;"3";;3,00;3,00;3,00;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;"3";3,00;;;;;3,00;;;;;;;90;
"0820    67";"Bartramia stricta";"M";"Brya";30,00;"N";"Tuft";"P";"";;;;;;"A";"M";;;;26,00;;"(E)";32,00;"S";"W";;"CI";;91,00;3,00;2,00;;3,80;1084,00;14,90;245,00;3,00;9,00;3,00;5,00;0,00;0,00;3,00;"3";;3,00;3,00;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;"1";;;;;;3,00;;;;;;;91;
"0810   700";"Bazzania pearsonii";"L";"Jung";70,00;"N";"We";"P";"Tf";;;;;;"Nil";"D";;;;;;;;"S";;"IR";;;41,00;44,00;;11,00;2,20;2035,00;12,00;1000,00;6,00;5,00;2,00;2,00;0,00;0,00;;;;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;3,00;"3";;;3,00;;;;;;;3,00;3,00;;;;;;;92;
"0810   701";"Bazzania tricrenata";"L";"Jung";90,00;"N";"We";"P";"Tf";;;;;;"X";"D";;;;16,00;;"E";20,00;"S";"W";"IR";;"NI";43,00;283,00;;56,00;2,40;1986,00;12,50;1220,00;6,00;5,00;2,00;2,00;0,00;0,00;2,00;;;3,00;3,00;;;;;;;;;1,00;;;;;;;;;;;;;;"3";;;3,00;;;3,00;;;;3,00;3,00;;;;;;;93;
"0810   702";"Bazzania trilobata";"L";"Jung";100,00;"N";"We";"P";"Ms";;;;;"O";"R";"D";5,00;;7,00;12,00;;"E";17,00;"S";"W";"IR";"CI";"NI";72,00;382,00;2,00;41,00;3,00;1678,00;13,50;900,00;6,00;4,00;2,00;2,00;0,00;0,00;3,00;"1";;3,00;3,00;;2,00;;2,00;2,00;;;;2,00;;;;;;;;;;;;;;;;;3,00;;;3,00;;"1";;3,00;3,00;;;;;;;94;
"0810   703";"Blasia pusilla";"L";"Blas";25,00;"N";"St";"PA";"Mt";"F";;;;;"F";"D";3,00;;4,00;35,00;;"E";55,00;"S";"W";"IR";;"NI";56,00;459,00;;63,00;2,50;1457,00;13,20;1040,00;8,00;6,00;4,00;4,00;1,00;0,00;;;;3,00;2,00;3,00;;;1,00;;;;;;;;;;;;2,00;;;;;;3,00;"3";;;2,00;;;;2,00;;;;;3,00;2,00;;;;3,00;95;
"0810   704";"Blepharostoma trichophyllum";"L";"Jung";15,00;"N";"Thread";"P";"Ms";"F";;;;;"F";"M";4,00;;9,00;10,00;;"E";14,00;"S";"W";"IR";;"NI";26,00;414,00;;33,00;2,30;1686,00;12,90;1205,00;8,00;4,00;2,00;5,00;0,00;0,00;;;;3,00;3,00;;;;3,00;3,00;;;;2,00;;;;;;;;;"3";"3";3,00;;;;;;3,00;;;3,00;;;;3,00;3,00;;;;;;;96;
"0820    69";"Blindia acuta";"M";"Grim";20,00;"N";"Tf";"P";"Tuft";;;;;;"F";"D";5,00;;5,00;18,00;;"E";20,00;"S";"W";"IR";;"NI";26,00;671,00;;92,00;2,60;1606,00;12,80;1205,00;9,00;7,00;1,00;5,00;0,00;0,00;3,00;"3";;;3,00;2,00;;;;;;;;;;"2";;3,00;;"2";3,00;;;"3";;;;;;;;;;;;;;;3,00;;;1,00;;;;97;
"0820    70";"Blindia caespiticia";"M";"Grim";15,00;"N";"Cu";"P";"";;;;;;"A";"M";;;;10,00;;;12,00;"S";;;;;13,00;2,00;;;-1,00;1963,00;10,60;1175,00;5,00;4,00;1,00;7,00;0,00;0,00;3,00;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;98;
"0820    71";"Brachydontium trichodes";"M";"Grim";2,00;"N";"Tf";"P";"";;;;;;"A";"M";5,00;;5,00;10,00;;"E";12,00;"S";"W";"IR";;"NI";72,00;86,00;;3,00;2,20;1480,00;13,60;1000,00;6,00;3,00;2,00;4,00;0,00;0,00;1,00;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";2,00;;;;3,00;3,00;;;;;;3,00;99;
"0820    72";"Brachythecium albicans";"M";"Hypn";80,00;"N";"Mr";"P";"We";;;;;;"R";"D";;;;12,00;;"E";14,00;"S";"W";"IR";"CI";"NI";56,00;1281,00;10,00;55,00;3,70;935,00;15,20;705,00;3,00;8,00;3,00;6,00;0,00;0,00;;;"2";3,00;;3,00;;;;;;;;;"1";"3";"3";3,00;;;;;;;3,00;"3";;;;;2,00;;;;;;;;;3,00;;3,00;;"2";3,00;100;
"0820    73";"Brachythecium erythrorrhizon";"M";"Hypn";40,00;"N";"Mr";"P";"";;;;;;"X";"D";;;;14,00;;;20,00;"S";;;;;46,00;1,00;;;3,60;993,00;12,40;10,00;4,00;8,00;2,00;7,00;0,00;0,00;;;;;;3,00;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;
"0820    74";"Brachythecium glaciale";"M";"Hypn";40,00;"N";"Mr";"P";"";;;;;;"R";"M";;;;12,00;;;16,00;"S";;;;;16,00;16,00;;;-0,60;2069,00;10,70;1200,00;6,00;5,00;4,00;3,00;0,00;0,00;3,00;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;2,00;;;;;;;102;
"0820    75";"Brachythecium glareosum";"M";"Hypn";80,00;"N";"Mr";"P";"";;;;;;"R";"D";;;;14,00;;"E";20,00;"S";"W";"IR";"(CI)";"NI";55,00;370,00;;24,00;3,30;1014,00;15,00;1065,00;4,00;7,00;3,00;8,00;1,00;0,00;2,00;;"1";3,00;;3,00;;;;;;;;1,00;;"3";;2,00;;;;;;;3,00;;;;;;;;;2,00;;;;;;2,00;;;;;3,00;103;
"0820    76";"Brachythecium mildeanum";"M";"Hypn";80,00;"N";"Mr";"P";"We";;;;;;"O";"M";2,00;;2,00;12,00;;"E";18,00;"S";"W";"IR";"CI";"(NI)";76,00;234,00;1,00;14,00;4,20;923,00;15,50;370,00;6,00;8,00;4,00;6,00;1,00;1,00;;;;3,00;;3,00;;;;;;;;;;"3";;;;;;;;"3";;;3,00;;;;;;;;2,00;;;;;3,00;1,00;;;;;104;"3"
"0820    77";"Brachythecium plumosum";"M";"Hypn";60,00;"N";"Mr";"P";"";;;;;;"F";"M";2,00;;3,00;16,00;;"E";24,00;"S";"W";"IR";"CI";"NI";56,00;1173,00;2,00;157,00;3,00;1366,00;13,70;1205,00;8,00;5,00;3,00;4,00;1,00;0,00;3,00;;"3";1,00;;;;;;;;;;3,00;;;;;;;3,00;;"3";;;;;;;;;;;2,00;;;;;2,00;1,00;;;;"1";;105;"1"
"0820    78";"Brachythecium populeum";"M";"Hypn";55,00;"N";"Mr";"P";"";;;;;;"F";"M";12,00;;5,00;12,00;;"E";20,00;"S";"W";"IR";"CI";"NI";76,00;823,00;2,00;61,00;3,50;1168,00;14,60;580,00;5,00;5,00;5,00;6,00;0,00;0,00;3,00;;"3";3,00;3,00;;;;1,00;;;;;3,00;;;;;;;;;;;;;;;;"3";;"3";"3";3,00;;;;;3,00;;;3,00;;"3";1,00;106;
"0820    79";"Brachythecium reflexum";"M";"Hypn";65,00;"N";"Mr";"P";"";;;;;;"R";"M";;;;12,00;;;16,00;"S";;;;;46,00;18,00;;;-0,10;2070,00;11,00;1080,00;6,00;5,00;4,00;3,00;0,00;0,00;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;107;
"0820    80";"Brachythecium rivulare";"M";"Hypn";120,00;"N";"Mr";"P";"";;;;;;"O";"D";11,00;;3,00;16,00;;"E";20,00;"S";"W";"IR";"CI";"NI";56,00;1722,00;7,00;154,00;3,30;1162,00;14,40;960,00;8,00;6,00;5,00;6,00;0,00;0,00;3,00;;"3";3,00;;2,00;;"3";3,00;;;;;3,00;;"2";;2,00;;;3,00;;"3";"3";;"2";3,00;;;;;"3";;2,00;;;;;;;;;;;2,00;108;
"0820    81";"Brachythecium rutabulum";"M";"Hypn";120,00;"N";"Mr";"P";"We";;;;;;"A";"M";11,00;;5,00;16,00;;"E";24,00;"S";"W";"IR";"CI";"NI";73,00;2330,00;7,00;376,00;3,50;1058,00;14,70;1344,00;6,00;6,00;6,00;6,00;0,00;0,00;3,00;;"3";3,00;3,00;3,00;;"3";3,00;;;;;3,00;"1";"3";;3,00;;;;;;;3,00;"3";3,00;;"3";"3";;"3";"3";3,00;;"3";;;3,00;3,00;2,00;3,00;"3";"3";3,00;109;"3"
"0820    82";"Brachythecium salebrosum";"M";"Hypn";70,00;"N";"Mr";"P";"";;;;;;"O";"M";;;;12,00;;"E";18,00;"S";"W";;;;36,00;63,00;;;3,50;668,00;16,10;300,00;6,00;5,00;5,00;6,00;0,00;0,00;2,00;;;2,00;;;;"2";3,00;;;;;2,00;;;;;;;;;;;;;2,00;;;"2";;;"2";3,00;;;;;;2,00;;;;;;110;
"0820    83";"Brachythecium starkei";"M";"Hypn";85,00;"N";"Mr";"P";"";;;;;;"O";"M";;;;12,00;;;15,00;"S";;;;;46,00;5,00;;;-0,50;1832,00;10,80;1050,00;7,00;6,00;2,00;5,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;3,00;;;;;;;"3";;;;;;;;;;;3,00;;;;;;;111;
"0820  1356";"Brachythecium trachypodium";"M";"Hypn";50,00;"N";"Mr";"P";"";;;;;;"X";"M";;;;10,00;;;12,00;"S";;;;;16,00;1,00;;;1,20;2360,00;12,00;1090,00;6,00;6,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;112;
"0820    84";"Brachythecium velutinum";"M";"Hypn";50,00;"N";"Mr";"P";"";;;;;;"F";"M";1,00;;4,00;13,00;;"E";16,00;"S";"W";"IR";"CI";"NI";76,00;1290,00;5,00;15,00;3,50;907,00;15,30;580,00;5,00;4,00;5,00;6,00;1,00;0,00;3,00;;"3";3,00;;;;;3,00;;;;;3,00;;;;;;;;;;;;;;;;"3";;;"3";3,00;;;;;;;;;"3";"3";;113;
"0820    85";"Breutelia chrysocoma";"M";"Brya";100,00;"N";"We";"P";"Tf";;;;;;"R";"D";;;;24,00;;"E";30,00;"S";"W";"IR";;"NI";70,00;669,00;;185,00;2,90;1607,00;13,10;760,00;7,00;7,00;2,00;4,00;0,00;0,00;;;;3,00;;2,00;2,00;;;;;;;;;;;;;;;;"2";"3";;;3,00;;;;3,00;;;1,00;;;;;;;;;;;;114;
"0820  1034";"Bryoerythrophyllum caledonicum";"M";"Pott";30,00;"N";"Tuft";"P";"Ts";;;;;;"Nil";"Nil";;;;;;;;"S";;;;;41,00;13,00;;;0,70;2428,00;11,50;1130,00;9,00;7,00;2,00;7,00;0,00;0,00;;"3";;;3,00;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;115;
"0820    49";"Bryoerythrophyllum ferruginascens";"M";"Pott";32,00;"N";"Tf";"P";"";;"F";;;;"Nil";"Nil";;;;;;"E";;"S";"W";"IR";;"NI";44,00;181,00;;22,00;2,10;1880,00;12,60;1075,00;6,00;7,00;2,00;7,00;0,00;0,00;3,00;"3";;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";;3,00;2,00;;;;;2,00;116;
"0820    54";"Bryoerythrophyllum recurvirostrum";"M";"Pott";28,00;"N";"Tf";"P";"Tuft";;"X";;;;"A";"M";11,00;;4,00;14,00;;"E";20,00;"S";"W";"IR";"CI";"NI";56,00;1545,00;3,00;186,00;3,40;1117,00;14,60;1180,00;5,00;5,00;4,00;7,00;1,00;0,00;;"3";"3";2,00;3,00;3,00;;;;;;;;3,00;;"3";;2,00;;;3,00;;;;;;;;;;;;;3,00;;;;;3,00;2,00;;;;"3";3,00;117;"1"
"0820   112";"Bryum algovicum";"M";"Brya";15,00;"N";"Tf";"P";"";;;;;;"A";"M";5,00;;7,00;22,00;;"E";36,00;"S";"W";"IR";"CI";"NI";56,00;255,00;1,00;25,00;3,90;992,00;14,80;460,00;6,00;9,00;4,00;7,00;0,00;1,00;;;"3";3,00;3,00;3,00;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;"2";3,00;118;
"0820    87";"Bryum alpinum";"M";"Brya";60,00;"N";"Tf";"P";"Tuft";;"F";;;;"R";"D";;;;12,00;;"E";14,00;"S";"W";"IR";"CI";"NI";73,00;603,00;6,00;85,00;3,20;1564,00;13,30;920,00;8,00;7,00;2,00;5,00;0,00;0,00;3,00;;;3,00;;3,00;;;;;;;;;;;;3,00;;;3,00;;;;;;;;;;3,00;;;;;;"2";;3,00;3,00;;;;;3,00;119;"1"
"0820  1765";"Bryum archangelicum";"M";"Brya";5,00;"N";"Cu";"P";"";;;;;;"A";"M";;;;26,00;;"E";30,00;"S";;"IR";;;16,00;2,00;;2,00;2,40;1043,00;13,80;700,00;6,00;6,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;120;
"0820    88";"Bryum arcticum";"M";"Brya";5,00;"N";"Tf";"P";"";;;;;;"A";"M";;;;20,00;;;28,00;"S";;;;;16,00;8,00;;;-0,30;1757,00;11,20;1007,00;6,00;6,00;2,00;7,00;2,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;121;
"0820    89";"Bryum argenteum";"M";"Brya";15,00;"N";"Tf";"P";"Tuft";;;;"F";;"O";"D";11,00;;5,00;8,00;;"E";14,00;"S";"W";"IR";"CI";"NI";36,00;1971,00;9,00;225,00;3,60;1012,00;14,90;893,00;4,00;8,00;7,00;6,00;1,00;0,00;3,00;"3";"3";3,00;3,00;3,00;;;2,00;;;;;;"1";"3";;3,00;;;2,00;;;;;;;;;;;;;;;;;;2,00;3,00;2,00;2,00;"3";"3";3,00;122;"3"
"0820   658";"Bryum bornholmense";"M";"Brya";15,00;"N";"Tf";"P";"";;"F";;;;"O";"MD";7,00;;7,00;12,00;;"E";14,00;"S";"W";"IR";;"NI";73,00;123,00;9,00;5,00;4,00;1079,00;15,30;535,00;5,00;8,00;3,00;3,00;0,00;0,00;;;;3,00;1,00;;3,00;;;;;;;;;;;2,00;;;3,00;;;;2,00;;;;;;3,00;;"1";1,00;;;"2";;1,00;3,00;;;;;1,00;123;
"0820    91.2";"Bryum caespiticium";"M";"Brya";10,00;"N";"Tf";"P";"";;"U";;;;"A";"D";6,00;;6,00;10,00;;"E";14,00;"S";"W";"IR";"CI";"NI";56,00;287,00;;4,00;3,50;838,00;15,60;110,00;4,00;7,00;5,00;6,00;0,00;0,00;3,00;;"3";3,00;2,00;3,00;;;3,00;;;;;;;"3";;;;;;;;;3,00;;;;;;2,00;;;2,00;;;;;3,00;3,00;;;;"3";3,00;124;"2"
"0820    91";"Bryum caespiticium s.l.";"M";"Brya";10,00;"N";"Tf";"P";"";;;;;;"A";"D";;;;10,00;;"E";18,00;"S";"W";"IR";"CI";"NI";56,00;921,00;1,00;12,00;3,50;831,00;15,50;270,00;4,00;7,00;5,00;6,00;0,00;0,00;3,00;;"3";3,00;;3,00;;;3,00;;;;;;;"3";;;;;;;;;3,00;;;;;;2,00;;;;;;;;3,00;3,00;;;;"3";3,00;125;"2"
