"BRC_num";"taxon_name";"ML";"ord";"len";"stat";"lf1";"per";"lf2";"gem";"tub";"bra";"bul";"lvs";"fr";"sex";"spbeg";"spbeg2";"spend";"sp1";"spend2";"e";"sp2";"sc";"w";"ir";"ci";"ni";"elem";"gbno";"cino";"irno";"tjan";"prec";"tjul";"alt";"f_indicatie";"l_indicatie";"n_indicatie";"r_indicatie";"hm_indicatie";"s_indicatie";"rh";"rs";"rw";"so";"sr";"gs";"pt";"dv";"dw";"br";"da";"en";"aq";"ew";"a2";"b1";"b2";"b3";"c1";"c2";"c3";"d1";"d2";"d4";"e1";"e2";"e3";"e4";"e7";"f3";"f4";"f9";"fa";"g1";"g1r";"g3";"g3r";"h2";"h3";"h5";"i1";"i2";"j1";"j2";"j3";"id";"j4"
"0810   944";"Jungermannia pumila";"L";"Jung";15,00;"N";"Ms";"P";"";;;;;;"F";"M";2,00;;10,00;16,00;;"E";24,00;"S";"W";"IR";;"NI";36,00;484,00;;63,00;2,70;1503,00;13,40;920,00;8,00;4,00;2,00;5,00;0,00;0,00;3,00;"3";;3,00;3,00;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;"1";1,00;579;
"0810   946";"Jungermannia sphaerocarpa";"L";"Jung";30,00;"N";"Ms";"P";"";;;;;;"A";"M";3,00;;8,00;15,00;;"E";24,00;"S";"W";"IR";"CI";"NI";26,00;209,00;1,00;20,00;2,40;1510,00;13,40;1000,00;8,00;7,00;3,00;3,00;0,00;0,00;3,00;;;1,00;3,00;;;;;;;;;;;;;;;;3,00;;"3";;;;;;;;;;;;;;;;3,00;1,00;;;;;;580;
"0810   879";"Jungermannia subelliptica";"L";"Jung";10,00;"N";"Ms";"P";"";;;;;;"F";"M";4,00;;9,00;16,00;;"E";24,00;"S";"W";"IR";;"NI";43,00;83,00;;13,00;1,80;1712,00;12,20;1070,00;7,00;5,00;3,00;5,00;0,00;0,00;;"3";;3,00;1,00;;;;;;;;;;;;;2,00;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;581;
"0820   196";"Kiaeria blyttii";"M";"Dicr";30,00;"N";"Tuft";"P";"Tf";;;;;;"F";"M";5,00;;5,00;14,00;;"E";19,00;"S";"W";"IR";;"NI";23,00;122,00;;8,00;1,30;2034,00;12,00;1344,00;4,00;6,00;1,00;2,00;0,00;0,00;3,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;"2";;;;;;;;;;3,00;3,00;;;;;;;582;
"0820   199";"Kiaeria falcata";"M";"Dicr";20,00;"N";"Tuft";"P";"Tf";;;;;;"A";"M";;;;11,00;;"E";15,00;"S";"W";;;;13,00;48,00;;;0,00;2181,00;11,00;1340,00;6,00;6,00;1,00;2,00;0,00;0,00;3,00;;;3,00;;3,00;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;3,00;;;;;;;583;
"0820   202";"Kiaeria glacialis";"M";"Dicr";120,00;"N";"Tf";"P";"";;;;;;"F";"M";;;;16,00;;;20,00;"S";;;;;16,00;19,00;;;-0,40;2081,00;10,80;1330,00;6,00;6,00;1,00;2,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;3,00;;;;;;;584;
"0820   209";"Kiaeria starkei";"M";"Dicr";40,00;"N";"Tuft";"P";"Tf";;;;;;"F";"M";;;;14,00;;"E";16,00;"S";;;;;16,00;51,00;;;0,00;2236,00;11,10;1340,00;5,00;6,00;1,00;2,00;0,00;0,00;3,00;;;3,00;3,00;3,00;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;3,00;;;;;;;585;
"0810   808";"Kurzia pauciflora";"L";"Jung";30,00;"N";"Ms";"P";"Thread";;;;;;"F";"D";6,00;;10,00;12,00;;"E";20,00;"S";"W";"IR";"CI";"NI";52,00;403,00;1,00;141,00;3,30;1404,00;13,80;700,00;9,00;7,00;1,00;1,00;0,00;0,00;;;;2,00;;;3,00;"3";;3,00;;;;;;;;;;;;"3";"3";"2";;;;;;;3,00;;;;;;;;;;;;;;;586;
"0810   809";"Kurzia sylvatica";"L";"Jung";15,00;"N";"Ms";"P";"We";;;;;;"R";"D";5,00;;11,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";72,00;110,00;1,00;21,00;3,50;1366,00;14,00;600,00;7,00;4,00;2,00;2,00;0,00;0,00;3,00;"3";;3,00;;;3,00;"2";2,00;;;;;;;;;;;;;"3";;;;;;;;;3,00;;;3,00;;;;;3,00;;;;;;;587;
"0810   810";"Kurzia trichoclados";"L";"Jung";40,00;"N";"We";"P";"Ms";;;;"F";;"F";"D";5,00;;11,00;12,00;;"E";16,00;"S";"W";"IR";;"NI";42,00;216,00;;67,00;2,60;1683,00;12,70;1000,00;7,00;4,00;1,00;2,00;0,00;0,00;2,00;;;2,00;;;3,00;;;2,00;;;;;;;;;;;;"3";;;;;;;;;3,00;;;3,00;;;;3,00;3,00;;;;;;;588;
"0810   794";"Leiocolea alpestris";"L";"Jung";25,00;"N";"Ms";"P";"";;;;;;"O";"D";5,00;;10,00;12,00;;"E";15,00;"S";"W";"IR";;"NI";26,00;234,00;;24,00;2,30;1642,00;12,90;1175,00;8,00;6,00;2,00;7,00;0,00;0,00;3,00;"3";"1";3,00;3,00;1,00;;"3";;;;;;;;"1";;;;;;;;"3";;;;;;;;;;1,00;;;;;3,00;;;;;"1";3,00;589;
"0810   790";"Leiocolea badensis";"L";"Jung";12,00;"N";"Ms";"P";"";;;;;;"F";"D";2,00;;10,00;12,00;;"E";15,00;"S";"W";"IR";;"NI";26,00;195,00;;27,00;3,00;1133,00;14,20;520,00;7,00;6,00;2,00;8,00;0,00;0,00;;"2";"1";3,00;2,00;2,00;;;;;;;;;;"3";;;;;;;;"3";2,00;;;;;;;;;1,00;;;;;3,00;;;;;"2";3,00;590;
"0810   791";"Leiocolea bantriensis";"L";"Jung";50,00;"N";"Ms";"P";"";;;;;;"R";"D";6,00;;7,00;12,00;;"E";16,00;"S";"W";"IR";;"NI";46,00;248,00;;26,00;2,10;1686,00;12,70;900,00;8,00;7,00;2,00;6,00;0,00;0,00;3,00;"3";;3,00;;;;;;;;;;;;"1";;;;;3,00;;;"3";;;;;;;;;;;;;;;3,00;;;;;;;591;
"0810  1761";"Leiocolea fitzgeraldiae";"L";"Jung";50,00;"N";"We";"P";"Ms";;;;;;"R";"D";;;;;;;;"S";"W";"IR";;"NI";41,00;18,00;;4,00;2,20;2098,00;12,40;900,00;8,00;5,00;2,00;6,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;"3";;;;;;;;;;;3,00;;;;;;;592;
"0810   792";"Leiocolea gillmanii";"L";"Jung";20,00;"N";"Ms";"P";"";;;;;;"F";"M";5,00;;9,00;12,00;;"E";15,00;"S";;"IR";;;26,00;18,00;;2,00;1,70;1545,00;12,40;900,00;8,00;6,00;2,00;6,00;0,00;0,00;2,00;"2";;3,00;3,00;2,00;;;;;;;;;;"2";;;;;;;;"3";;;;;;;;;;;;;;;3,00;;;;;;;593;
"0810   793";"Leiocolea heterocolpos";"L";"Jung";20,00;"N";"Ms";"P";"We";"F";;;;;"X";"D";;;;11,00;;"E";13,00;"S";"W";;;"NI";26,00;53,00;;1,00;1,30;1742,00;12,50;915,00;8,00;4,00;2,00;6,00;0,00;0,00;3,00;"3";;2,00;3,00;;;;;3,00;;;;;;;;3,00;;;;;;;;;;;;;;;;1,00;;;;;3,00;;;;;;;594;
"0810   795";"Leiocolea rutheana";"L";"Jung";70,00;"N";"Ms";"P";"";;;;;;"F";"M";4,00;;4,00;16,00;;"E";20,00;"S";;"IR";;;26,00;6,00;;1,00;3,30;786,00;15,40;380,00;9,00;7,00;2,00;7,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;595;
"0810   795.1";"Leiocolea rutheana var. laxa";"L";"Jung";60,00;"N";"Ms";"P";"";;;;;;"F";"M";4,00;;4,00;;;"E";;;;;;;23,00;1,00;;;3,10;687,00;15,80;65,00;9,00;7,00;2,00;7,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;596;
"0810   795.2";"Leiocolea rutheana var. rutheana";"L";"Jung";80,00;"N";"Ms";"P";"";;;;;;"F";"M";4,00;;4,00;16,00;;"E";20,00;"S";;"IR";;;26,00;2,00;;;2,50;807,00;14,60;380,00;9,00;7,00;2,00;6,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;;;;;;;;;;;;;597;
"0810   796";"Leiocolea turbinata";"L";"Jung";10,00;"N";"Ms";"P";"";;;;;;"F";"D";1,00;;10,00;15,00;;"E";18,00;"S";"W";"IR";;"NI";91,00;559,00;;63,00;3,70;968,00;15,10;460,00;7,00;6,00;2,00;8,00;0,00;0,00;3,00;"3";;3,00;3,00;3,00;;;;;;;;;;"3";;3,00;;;;;;;3,00;;;;;;;;;2,00;;;;;3,00;3,00;;;;"3";3,00;598;
"0810   797";"Lejeunea cavifolia";"L";"Pore";20,00;"N";"Ms";"P";"";;;;;;"F";"M";3,00;;10,00;24,00;;"E";30,00;"S";"W";"IR";;"NI";53,00;805,00;;72,00;3,10;1348,00;14,10;1020,00;5,00;4,00;4,00;6,00;0,00;0,00;3,00;;"2";3,00;3,00;;;;1,00;;;3,00;;3,00;;;;3,00;;;;;;;;;;;"3";;;"3";;3,00;;;;3,00;3,00;;;;;"2";;599;
"0810   799";"Lejeunea flava";"L";"Pore";20,00;"N";"Ms";"P";"";;;;;;"R";"M";;;8,00;;;;;;;"IR";;;80,00;;;17,00;4,70;1355,00;14,30;300,00;6,00;4,00;3,00;3,00;0,00;0,00;3,00;;"1";;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;3,00;;;;3,00;3,00;;;;;"1";;600;
"0810   798";"Lejeunea hibernica";"L";"Pore";15,00;"N";"Ms";"P";"";;;;;;"R";"MD";;;;;;;;;;"IR";;;80,00;;;10,00;4,60;1387,00;14,20;370,00;6,00;4,00;3,00;5,00;0,00;0,00;3,00;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;3,00;;;;;;;601;
"0810   800";"Lejeunea holtii";"L";"Pore";20,00;"N";"Ms";"P";"";;;;;;"R";"M";5,00;;7,00;;;;;"S";;"IR";;;80,00;2,00;;18,00;4,80;1238,00;14,40;330,00;8,00;3,00;4,00;6,00;0,00;0,00;3,00;;;;3,00;;;;1,00;;;1,00;;;;;;3,00;;;3,00;;;;;;;;;;;;;;;;;;3,00;;;;;;;602;
"0810   801";"Lejeunea lamacerina";"L";"Pore";20,00;"N";"Ms";"P";"";;;;;;"F";"M";2,00;;11,00;;;"E";;"S";"W";"IR";"CI";"NI";80,00;558,00;4,00;124,00;3,90;1425,00;14,30;650,00;6,00;4,00;3,00;5,00;0,00;0,00;3,00;;"3";3,00;3,00;;;"3";3,00;;;3,00;;3,00;;;;3,00;;;3,00;;;;;;;;;;;"3";"3";3,00;;"1";;3,00;3,00;;;;;"2";;603;
"0810   802";"Lejeunea mandonii";"L";"Pore";12,00;"N";"Ms";"P";"";;;;;;"R";"M";4,00;8,00;5,00;;"9";"E";;"S";;"IR";;;80,00;7,00;;3,00;4,80;1558,00;14,30;360,00;6,00;3,00;2,00;5,00;0,00;0,00;3,00;;;3,00;3,00;;;;2,00;;;3,00;;2,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;;;;3,00;;;;;"3";;604;
"0810   803";"Lejeunea patens";"L";"Pore";15,00;"N";"Ms";"P";"";;;;;;"F";"M";3,00;;9,00;16,00;;"E";28,00;"S";"W";"IR";;"NI";80,00;437,00;;137,00;3,20;1677,00;13,20;800,00;5,00;4,00;2,00;4,00;0,00;0,00;3,00;"3";"1";3,00;3,00;;;"2";;3,00;;;;3,00;"1";;;3,00;;;1,00;;;;3,00;;;;;;2,00;;;3,00;;;;3,00;3,00;;;;;"1";;605;
"0810   806";"Lepidozia cupressina";"L";"Jung";40,00;"N";"We";"P";"";;;;;;"Nil";"D";;;;;;"E";;"S";"W";"IR";;"NI";80,00;171,00;;74,00;3,50;1617,00;13,40;700,00;6,00;4,00;2,00;2,00;0,00;0,00;3,00;;;3,00;3,00;;3,00;;2,00;;;;;2,00;;;;;;;;;;;;;;;;;3,00;;;3,00;;"1";;3,00;3,00;;;;;;;606;
"0810   805";"Lepidozia pearsonii";"L";"Jung";50,00;"N";"We";"P";"";;;;"R";;"Nil";"D";;;;;;"E";;"S";"W";"IR";;"NI";70,00;197,00;;26,00;2,40;1983,00;12,80;800,00;6,00;5,00;2,00;2,00;0,00;0,00;2,00;;;3,00;;;3,00;;;3,00;;;;;;;;;;;;"3";;;;;;;;;3,00;;;3,00;;"1";;3,00;3,00;;;;;;;607;
"0810   807";"Lepidozia reptans";"L";"Jung";20,00;"N";"We";"P";"Ms";;;;;;"F";"M";2,00;;11,00;11,00;;"E";16,00;"S";"W";"IR";"CI";"NI";56,00;1306,00;1,00;124,00;3,20;1262,00;14,20;1000,00;6,00;3,00;2,00;2,00;0,00;0,00;3,00;"3";;3,00;3,00;;3,00;"3";3,00;2,00;;;;3,00;;;;3,00;;;;"2";;;1,00;;;;"3";;3,00;"3";"3";3,00;;"3";;3,00;3,00;;;;;;1,00;608;
"0820  1053";"Leptobarbula berica";"M";"Pott";2,00;"N";"Tf";"P";"Tp";;;;;;"R";"D";;;;7,00;;"E";10,00;;"W";"IR";;;91,00;75,00;;1,00;3,90;778,00;16,10;270,00;5,00;1,00;4,00;8,00;0,00;0,00;3,00;"3";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;2,00;;1,00;;"3";"3";;609;
"0820   365";"Leptobryum pyriforme";"M";"Spla";20,00;"N";"Tuft";"PA";"Tf";;"F";;;;"F";"M";6,00;;9,00;14,00;;"E";16,00;"S";"W";"IR";"CI";"NI";66,00;565,00;2,00;22,00;3,60;834,00;15,40;610,00;6,00;7,00;7,00;6,00;0,00;0,00;;"1";"3";3,00;;;3,00;;1,00;;;;;;"1";;;2,00;;;3,00;;;;;;3,00;;;;;;;;2,00;;;;3,00;3,00;3,00;3,00;"3";"3";;610;
"0820   366";"Leptodictyum riparium";"M";"Hypn";133,00;"N";"Mr";"P";"At";;;;;;"F";"M";5,00;;9,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";76,00;1196,00;3,00;54,00;3,70;854,00;15,50;300,00;9,00;6,00;7,00;7,00;0,00;0,00;3,00;;"3";3,00;;;;"2";3,00;;;;;3,00;"3";"3";;;"3";"3";3,00;;;;;;;;;;;"3";;3,00;;;;;;3,00;1,00;;;;;611;
"0820   367";"Leptodon smithii";"M";"Hypn";25,00;"N";"Fa";"P";"";;;;;;"O";"D";;;;16,00;;"E";16,00;;"W";"IR";"(CI)";;91,00;132,00;;3,00;4,60;912,00;16,10;190,00;4,00;6,00;4,00;7,00;0,00;0,00;1,00;;"1";;;;;;;;;;;3,00;;;;;;;;;;;;;;;"3";;;;"3";3,00;;;;;1,00;;;;;"1";;612;
"0820   368";"Leptodontium flexifolium";"M";"Pott";15,00;"N";"Tf";"P";"";"R";;"O";;;"O";"D";2,00;;4,00;12,00;;"E";14,00;"S";"W";"IR";;"NI";71,00;297,00;;15,00;2,70;1375,00;13,70;750,00;4,00;7,00;2,00;2,00;0,00;0,00;2,00;;;3,00;3,00;3,00;3,00;"3";3,00;;;;;;;;;;;;;;;;3,00;;;;;;3,00;;;2,00;;;"2";;2,00;;;;"3";;;613;
"0820   369";"Leptodontium gemmascens";"M";"Pott";10,00;"NA";"Tf";"P";"";"F";;;;;"Nil";"Nil";;;;;;"E";;;;;;;71,00;15,00;;;3,70;772,00;16,10;200,00;5,00;6,00;2,00;3,00;0,00;0,00;;;;;;;;"3";3,00;;"1";;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;"3";;;614;
"0810   853";"Leptoscyphus cuneifolius";"L";"Jung";5,00;"N";"Ms";"P";"Mr";;;;;"F";"X";"D";;;;;;;;"S";"W";"IR";;"NI";80,00;86,00;;23,00;2,90;2169,00;12,70;760,00;6,00;5,00;2,00;3,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;3,00;;;3,00;;;;;2,00;;;;;;;615;
"0820  2201";"Leptotheca gaudichaudii";"M";"Rhiz";10,00;"AN";"Ts";"P";"";;;;;;"X";"D";;;;;;;;;;"IR";;;70,00;;;1,00;5,00;1403,00;14,40;20,00;8,00;4,00;5,00;5,00;0,00;0,00;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;616;
"0820   371";"Lescuraea saxicola";"M";"Hypn";30,00;"N";"Ms";"P";"";;;;;;"X";"D";;;;10,00;;;15,00;"(S)";;;;;46,00;;;;;;;950,00;5,00;6,00;2,00;7,00;0,00;0,00;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;617;
"0820   373";"Leskea polycarpa";"M";"Hypn";30,00;"N";"Mr";"P";"Ms";;;;;;"A";"M";5,00;;8,00;12,00;;"E";16,00;"S";"W";"IR";"(CI)";"NI";76,00;665,00;;39,00;3,60;890,00;15,40;365,00;5,00;6,00;6,00;7,00;0,00;0,00;2,00;;"3";1,00;;;;;3,00;;;;;3,00;;;;;;;3,00;;;;;;;;;"2";;"2";"2";2,00;;;;;;;;;;;;618;
"0820   374";"Leucobryum glaucum";"M";"Dicr";200,00;"N";"Cu";"P";"";;;"F";;"F";"R";"D";11,00;;3,00;16,00;;"E";20,00;"S";"W";"IR";"CI";"NI";73,00;1018,00;1,00;179,00;3,20;1333,00;14,00;1030,00;6,00;5,00;2,00;2,00;0,00;0,00;;;;3,00;;;3,00;"3";3,00;;;;;2,00;"1";;;;;;;"3";"3";;;"2";;;;;3,00;;;3,00;;"2";;;;;;;;"1";;619;
"0820  1005";"Leucobryum juniperoideum";"M";"Dicr";105,00;"N";"Cu";"P";"";;;"F";;"F";"F";"D";;;;18,00;;"E";20,00;"S";"W";"IR";;"NI";73,00;129,00;;10,00;3,90;1263,00;15,20;400,00;5,00;4,00;2,00;3,00;0,00;0,00;2,00;;;3,00;;;2,00;;3,00;;;;;2,00;;;;;;;;;;;;;;;;;2,00;;;3,00;;"2";;3,00;;;;;;;;620;
"0820   375";"Leucodon sciuroides";"M";"Hypn";50,00;"N";"Mr";"P";"Fa";;;"F";;;"R";"D";;;;20,00;;"E";26,00;"S";"W";"IR";"CI";"NI";64,00;432,00;1,00;15,00;3,50;996,00;15,20;730,00;4,00;6,00;4,00;7,00;0,00;0,00;3,00;;"3";;;;;;;;;;;3,00;;;;2,00;;;;;;;;;;;"3";;;;"3";2,00;;;;;3,00;;;;;"3";;621;
"0820   375.1";"Leucodon sciuroides var. morensis";"M";"Hypn";100,00;"N";"Mr";"P";"";;;"F";;;"O";"D";;;;;;"E";;"S";"W";;;;83,00;8,00;;;4,70;1110,00;15,10;730,00;4,00;6,00;4,00;7,00;0,00;0,00;3,00;;"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;;;"3";;622;
"0820   375.2";"Leucodon sciuroides var. sciuroides";"M";"Hypn";50,00;"N";"Mr";"P";"Fa";;;"F";;;"R";"D";;;;;;"E";;"S";"W";"IR";"CI";"NI";64,00;98,00;;2,00;3,80;1001,00;15,40;270,00;4,00;6,00;4,00;7,00;0,00;0,00;3,00;;"3";;;;;;;;;;;3,00;;;;2,00;;;;;;;;;;;"3";;;;"3";2,00;;;;;3,00;;;;;"3";;623;
"0810  1056";"Lophocolea bidentata";"L";"Jung";60,00;"N";"We";"P";"Ms";;;;;;"F";"M";1,00;;8,00;15,00;;"E";20,00;"S";"W";"IR";"CI";"NI";73,00;2265,00;9,00;320,00;3,40;1094,00;14,60;850,00;6,00;5,00;3,00;4,00;1,00;0,00;3,00;;"3";3,00;3,00;3,00;3,00;"3";3,00;2,00;;;;3,00;"2";"3";;2,00;;;;"3";"3";"3";3,00;;3,00;;"3";"3";3,00;"3";"3";3,00;;"3";;;3,00;3,00;;3,00;;"3";3,00;624;
"0810   966";"Lophocolea bispinosa";"L";"Jung";15,00;"AN";"We";"P";"Ms";;;;;;"O";"D";3,00;8,00;5,00;12,00;"9";"E";14,00;"S";;;;"NI";72,00;22,00;;1,00;5,20;1132,00;15,50;160,00;6,00;6,00;2,00;4,00;0,00;0,00;;;"1";3,00;3,00;3,00;;"3";;;;;;2,00;;;;3,00;;;;;;;;;;;;"3";3,00;;;3,00;;;;;3,00;3,00;;3,00;;"3";3,00;625;
"0810  2901";"Lophocolea brookwoodiana";"L";"Jung";30,00;"AN";"Ms";"P";"";;;;;;"Nil";"D";;;;;;"E";;;;;;;71,00;1,00;;;3,80;672,00;16,60;45,00;5,00;6,00;3,00;4,00;0,00;0,00;;;;3,00;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;626;
"0810   813";"Lophocolea fragrans";"L";"Jung";15,00;"N";"Ms";"P";"";;;;;;"F";"M";2,00;;7,00;10,00;;"E";16,00;"S";"W";"IR";"CI";"NI";81,00;152,00;3,00;49,00;4,10;1405,00;14,30;360,00;7,00;3,00;3,00;5,00;0,00;0,00;3,00;;;2,00;3,00;;;;3,00;;;;;3,00;;;;3,00;;;;;;;;;;;;;;;;3,00;;"1";;;3,00;1,00;;;;"2";;627;
"0810   814";"Lophocolea heterophylla";"L";"Jung";20,00;"N";"Ms";"P";"";"O";;;;;"A";"M";1,00;;12,00;10,00;;"E";16,00;"S";"W";"IR";"CI";"NI";76,00;1499,00;7,00;41,00;3,60;907,00;15,40;360,00;5,00;4,00;5,00;4,00;0,00;0,00;2,00;"3";"1";3,00;3,00;3,00;3,00;"3";3,00;;;;;3,00;;"3";;;;;;;"3";;;;;;"3";"3";3,00;"3";"3";3,00;;"3";;;2,00;;;3,00;;"3";;628;
"0810   967";"Lophocolea semiteres";"L";"Jung";30,00;"AN";"We";"P";"Ms";;;;;;"A";"D";10,00;;3,00;16,00;;"E";19,00;"S";"W";;;"NI";72,00;51,00;;1,00;4,00;806,00;15,90;250,00;5,00;5,00;2,00;4,00;0,00;0,00;;;;3,00;3,00;3,00;3,00;"3";3,00;;;;;;;"3";;3,00;;;;;;;3,00;;;;;;3,00;;;3,00;;"3";;;3,00;3,00;;3,00;;"3";3,00;629;
"0810   816";"Lophozia bicrenata";"L";"Jung";10,00;"N";"Ms";"P";"";"F";;;;;"F";"M";1,00;;12,00;12,00;;"E";16,00;"S";"W";"IR";"CI";"NI";56,00;347,00;7,00;19,00;3,30;1182,00;14,60;800,00;4,00;6,00;1,00;3,00;2,00;0,00;;"2";;3,00;;3,00;3,00;;1,00;;;;;;;"3";;;;;;;;;;;;;;;3,00;;;;2,00;;"2";3,00;3,00;3,00;;;;"3";3,00;630;
"0810   817";"Lophozia capitata";"L";"Jung";20,00;"N";"Ms";"P";"";"F";;;;;"R";"D";4,00;;5,00;14,00;;"E";17,00;;;;;;73,00;18,00;;;3,80;724,00;16,30;210,00;7,00;7,00;2,00;3,00;0,00;0,00;;;;3,00;;3,00;;"3";;;;;;;;;;;;;;;;;;;3,00;;;;;;;;2,00;;;;;3,00;;;;;3,00;631;
"0810   818";"Lophozia excisa";"L";"Jung";10,00;"N";"Ms";"P";"";"F";;;;;"F";"M";1,00;;12,00;15,00;;"E";20,00;"S";"W";"IR";"CI";"NI";26,00;370,00;6,00;25,00;3,30;1203,00;14,40;700,00;5,00;7,00;2,00;5,00;2,00;0,00;3,00;;;3,00;3,00;3,00;3,00;;2,00;3,00;;;;2,00;;"3";;3,00;;;;;;;1,00;;;;;;3,00;;;1,00;;;;3,00;3,00;3,00;;;;"3";3,00;632;
"0810   982";"Lophozia herzogiana";"L";"Jung";10,00;"NA";"Ms";"P";"";"F";;;;;"X";"D";;;;14,00;;"E";14,00;"S";;;;;72,00;2,00;;;3,10;822,00;14,60;150,00;6,00;6,00;2,00;3,00;0,00;0,00;;;;;;;;"3";;3,00;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;633;
"0810   819";"Lophozia incisa";"L";"Jung";10,00;"N";"Ms";"P";"";"F";;;;;"O";"D";5,00;;9,00;10,00;;"E";16,00;"S";"W";"IR";;"NI";46,00;535,00;;129,00;2,70;1560,00;13,10;850,00;6,00;6,00;1,00;2,00;0,00;0,00;;"2";;3,00;2,00;;3,00;"3";3,00;3,00;;;;;;;;;;;;"3";"3";;;;;;;;3,00;;;3,00;;;;2,00;3,00;3,00;;;;;3,00;634;
"0810   820";"Lophozia longidens";"L";"Jung";15,00;"N";"Ms";"P";"";"F";;;;;"R";"D";8,00;;9,00;13,00;;"E";16,00;"S";"W";;;;46,00;50,00;;;0,80;1631,00;11,80;640,00;6,00;5,00;2,00;2,00;0,00;0,00;3,00;;"2";3,00;3,00;;3,00;"3";;3,00;;;;3,00;;;;;;;;;;;;;;;;"3";3,00;;;3,00;;"1";;3,00;3,00;;;;;"2";;635;
"0810   823";"Lophozia longiflora";"L";"Jung";8,00;"N";"Ms";"P";"";"F";;;;;"F";"D";7,00;;7,00;8,00;;;10,00;"S";;;;;46,00;1,00;;;-1,50;1465,00;10,40;320,00;7,00;3,00;2,00;2,00;0,00;0,00;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";;;;;;;;;;636;
"0810   821";"Lophozia obtusa";"L";"Jung";40,00;"N";"Ms";"P";"";"R";;;;;"X";"D";;;;11,00;;"E";14,00;"S";"W";;;;23,00;36,00;;;0,90;1895,00;11,70;1040,00;6,00;5,00;2,00;5,00;0,00;0,00;3,00;;;3,00;;;;;;;;;;1,00;;;;;;;3,00;;;"2";3,00;;;;;;;;;2,00;;"3";;;3,00;;;;;;;637;
"0810   822";"Lophozia opacifolia";"L";"Jung";20,00;"N";"Ms";"P";"";"F";;;;;"O";"D";5,00;;9,00;16,00;;"E";21,00;"S";;"IR";;;16,00;48,00;;4,00;0,40;2116,00;11,30;1330,00;6,00;5,00;2,00;3,00;0,00;0,00;;;;3,00;;;3,00;;;1,00;;;;;;;;;;;3,00;;;;;;;"3";;;;;;;;;;3,00;3,00;;;;;;;638;
"0810   968";"Lophozia perssonii";"L";"Jung";5,00;"N";"Ms";"P";"";"F";;;;;"R";"D";4,00;;5,00;10,00;;"E";16,00;;;;;;43,00;19,00;;;3,40;665,00;15,80;230,00;5,00;6,00;2,00;9,00;0,00;0,00;1,00;"3";"1";3,00;;;;;;;;;;;;;;;;;;;;;3,00;;;;;;;;;;;;;;;;;;;"1";3,00;639;
"0810   815";"Lophozia sudetica";"L";"Jung";25,00;"N";"Ms";"P";"We";"F";;;;;"R";"D";9,00;;10,00;10,00;;"E";14,00;"S";"W";"IR";;"NI";26,00;243,00;;16,00;1,80;1745,00;12,70;1340,00;5,00;6,00;1,00;2,00;0,00;0,00;2,00;"2";;2,00;3,00;;;;;3,00;;;;;;;;;;;;;"3";;;;;"3";;;;"2";;3,00;;;;3,00;3,00;3,00;;;;"2";3,00;640;
"0810   824";"Lophozia ventricosa";"L";"Jung";20,00;"N";"Ms";"P";"Tf";"F";;;;;"O";"D";1,00;;9,00;10,00;;"E";18,00;"S";"W";"IR";"CI";"NI";33,00;1252,00;3,00;192,00;3,00;1334,00;13,80;1280,00;6,00;5,00;2,00;2,00;1,00;0,00;3,00;;;3,00;3,00;3,00;3,00;"3";3,00;3,00;;;;3,00;;"3";;3,00;;;;"3";"3";;;;;"3";;;3,00;;;3,00;;"3";;3,00;3,00;3,00;;;;"3";3,00;641;
