"originalna";"id";"speciesnam";"vaatplant";"is_gras";"is_boomstruik";"is_dwergstruik";"is_hogeplant";"is_meerjarigkruid";"is_schijngras";"is_jarig";"is_invasieveexoot";"is_mos";"is_lichen";"is_kranswier";"link_bbr";"link_bryoatt";"link_hill";"hoogte_max";"is_bossoort";"l_waarde";"genus_ori";"species_ori";"subspecies_ori";"genus";"species";"subspecies";"specieszonderauteur_ori";"specieszonderauteur";"L_getal";"R_getal";"F_getal";"N_getal";"S_getal";"taxontype_ID"
"Euphrasia nemorosa (Pers.) Wallr.";2847;"Euphrasia nemorosa (Pers.) Wallr.";1;0;0;0;0;0;0;1;0;0;0;0;;;;;0;;"Euphrasia";"nemorosa";;"Euphrasia";"nemorosa";;"Euphrasia nemorosa";"Euphrasia nemorosa";;;;;;9
"Tomenthypnum nitens";2848;"Tomentypnum nitens (Hedw.) Loeske";0;0;0;0;0;0;0;0;0;1;0;0;3048;1108;;;0;7;"Tomentypnum ";"nitens";;"Tomentypnum ";"nitens";;"Tomentypnum nitens";"Tomentypnum nitens";7;7;9;2;0;9
"Cladonia destricta f scyphulosa";2849;"Cladonia zopfii Vain.";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Cladonia ";"destricta";"f scyphulosa";"Cladonia ";"zopfii";;"Cladonia destricta f scyphulosa";"Cladonia zopfii";;;;;;9
"Roripa amphibia";2850;"Rorippa amphibia (L.) Besser";1;0;0;0;0;1;0;0;0;0;0;0;1074;;1368;120;0;8;"Roripa";"amphibia";;"Rorippa ";"amphibia";;"Roripa amphibia";"Rorippa amphibia";8;7;10;8;0;9
"Peltigera";2851;"Peltigera";0;0;0;0;0;0;0;0;0;0;1;0;;;;;0;;"Peltigera";;;"Peltigera";;;"Peltigera";"Peltigera";;;;;;12
"Salix gmelinii Pall.";2852;"Salix gmelinii Pall.";1;0;1;0;0;0;0;0;0;0;0;0;1120;;;600;0;;"Salix ";"gmelinii";;"Salix ";"gmelinii";;"Salix gmelinii";"Salix gmelinii";;;;;;9
"Hieracium amplexicaule L.";2853;"Hieracium amplexicaule L.";1;0;0;0;0;1;0;0;0;0;0;0;2285;;;60;0;;"Hieracium";"amplexicaule";;"Hieracium";"amplexicaule";;"Hieracium amplexicaule";"Hieracium amplexicaule";8;6;3;;0;9
"Hieracium amplexicaule L. subsp. speluncarum (Arv.-Touv.) Zahn";2854;"Hieracium amplexicaule L. subsp. speluncarum (Arv.-Touv.) Zahn";1;0;0;0;0;1;0;0;0;0;0;0;2285;;;60;0;;"Hieracium";"amplexicaule";"subsp. speluncarum";"Hieracium";"amplexicaule";"subsp. speluncarum";"Hieracium amplexicaule subsp. speluncarum";"Hieracium amplexicaule subsp. speluncarum";8;6;3;;0;22
"Hieracium bauhinii Schult. ex Besser";2855;"Hieracium bauhinii Schult. ex Besser";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"bauhinii";;"Hieracium";"bauhinii";;"Hieracium bauhinii";"Hieracium bauhinii";;;;;;9
"Hieracium bifidum Kit.";2856;"Hieracium bifidum Kit.";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"bifidum";;"Hieracium";"bifidum";;"Hieracium bifidum";"Hieracium bifidum";;;;;;9
"Hieracium caespitosum Dum.";2857;"Hieracium caespitosum Dum.";1;0;0;0;0;1;0;0;0;0;0;0;615;;;90;0;;"Hieracium";"caespitosum";;"Hieracium";"caespitosum";;"Hieracium caespitosum";"Hieracium caespitosum";8;7;7;3;0;9
"Hieracium glaucinum Jord.";2858;"Hieracium glaucinum Jord.";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"glaucinum";;"Hieracium";"glaucinum";;"Hieracium glaucinum";"Hieracium glaucinum";;;;;;9
"Hieracium glaucinum Jord. subsp. recensitum (Jord. ex Boreau) Gottschlich";2859;"Hieracium glaucinum Jord. subsp. recensitum (Jord. ex Boreau) Gottschlich";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"glaucinum";"subsp. recensitum";"Hieracium";"glaucinum";"subsp. recensitum";"Hieracium glaucinum subsp. recensitum";"Hieracium glaucinum subsp. recensitum";;;;;;22
"Hieracium peleterianum Mérat";2860;"Hieracium peleterianum Mérat";1;0;0;0;0;1;0;0;0;0;0;0;1407;;;30;0;;"Hieracium";"peleterianum";;"Hieracium";"peleterianum";;"Hieracium peleterianum";"Hieracium peleterianum";7;4;3;2;0;9
"Hieracium pilosum Schleich. ex Froel.";2861;"Hieracium pilosum Schleich. ex Froel.";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"pilosum";;"Hieracium";"pilosum";;"Hieracium pilosum";"Hieracium pilosum";;;;;;9
"Hieracium schmidtii Tausch";2862;"Hieracium schmidtii Tausch";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"schmidtii";;"Hieracium";"schmidtii";;"Hieracium schmidtii";"Hieracium schmidtii";;;;;;9
"Hieracium speciosum Willd. ex Hornem.";2863;"Hieracium speciosum Willd. ex Hornem.";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"speciosum";;"Hieracium";"speciosum";;"Hieracium speciosum";"Hieracium speciosum";;;;;;9
"Hieracium vogesiacum (Kirschl.) Fries";2864;"Hieracium vogesiacum (Kirschl.) Fries";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"vogesiacum";;"Hieracium";"vogesiacum";;"Hieracium vogesiacum";"Hieracium vogesiacum";;;;;;9
"Hieracium x brachiatum Bertol. ex DC.";2865;"Hieracium x brachiatum Bertol. ex DC.";1;0;0;0;0;1;0;0;0;0;0;0;1569;;;80;0;;"Hieracium";"x brachiatum";;"Hieracium";"x brachiatum";;"Hieracium x brachiatum";"Hieracium x brachiatum";;;;;;18
"Hieracium x duplex Peter (H. caespitosum < pilosella L.)";2866;"Hieracium x duplex Peter (H. caespitosum < pilosella L.)";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"x duplex";;"Hieracium";"x duplex";;"Hieracium x duplex";"Hieracium x duplex";;;;;;18
"Hieracium x florentoides Arv.-Touv.";2867;"Hieracium x florentoides Arv.-Touv.";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"x florentoides";;"Hieracium";"x florentoides";;"Hieracium x florentoides";"Hieracium x florentoides";;;;;;18
"Hieracium x prussicum Naeg. et Peter (H. caespitosum > pilosella L.)";2868;"Hieracium x prussicum Naeg. et Peter (H. caespitosum > pilosella L.)";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"x prussicum";;"Hieracium";"x prussicum";;"Hieracium x prussicum";"Hieracium x prussicum";;;;;;18
"Hieracium x stoloniflorum Waldst. & Kit.";2869;"Hieracium x stoloniflorum Waldst. & Kit.";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"x stoloniflorum";;"Hieracium";"x stoloniflorum";;"Hieracium x stoloniflorum";"Hieracium x stoloniflorum";;;;;;18
"Hieracium zizianum Tausch";2870;"Hieracium zizianum Tausch";1;0;0;0;0;1;0;0;0;0;0;0;;;;;0;;"Hieracium";"zizianum";;"Hieracium";"zizianum";;"Hieracium zizianum";"Hieracium zizianum";;;;;;9
"Holosteum umbellatum L.";2871;"Holosteum umbellatum L.";1;0;0;0;0;0;0;1;0;0;0;0;633;;;25;0;;"Holosteum";"umbellatum";;"Holosteum";"umbellatum";;"Holosteum umbellatum";"Holosteum umbellatum";8;;3;;0;9
"Kickxia spuria (L.) Dum.";2872;"Kickxia spuria (L.) Dum.";1;0;0;0;0;0;0;1;0;0;0;0;744;;856;30;0;;"Kickxia";"spuria";;"Kickxia";"spuria";;"Kickxia spuria";"Kickxia spuria";7;7;4;5;0;9
"Legousia hybrida (L.) Delarbre";2873;"Legousia hybrida (L.) Delarbre";1;0;0;0;0;0;0;1;0;0;0;0;720;;891;25;0;;"Legousia";"hybrida";;"Legousia";"hybrida";;"Legousia hybrida";"Legousia hybrida";7;7;4;4;0;9
"Lithospermum arvense L.";2874;"Lithospermum arvense L.";1;0;0;0;0;0;0;1;0;0;0;0;;;941;;0;;"Lithospermum";"arvense";;"Lithospermum";"arvense";;"Lithospermum arvense";"Lithospermum arvense";8;7;4;5;0;9
"Lolium remotum Schrank";2875;"Lolium remotum Schrank";1;1;0;0;0;0;0;1;0;0;0;0;757;;;70;0;;"Lolium";"remotum";;"Lolium";"remotum";;"Lolium remotum";"Lolium remotum";7;5;5;4;0;9
"Lolium temulentum L.";2876;"Lolium temulentum L.";1;1;0;0;0;0;0;1;0;0;0;0;758;;;100;0;;"Lolium";"temulentum";;"Lolium";"temulentum";;"Lolium temulentum";"Lolium temulentum";7;8;4;;0;9
"Moenchia erecta (L.) P. Gaertn., B. Mey. et Scherb.";2877;"Moenchia erecta (L.) P. Gaertn., B. Mey. et Scherb.";1;0;0;0;0;0;0;1;0;0;0;0;831;;1044;10;0;;"Moenchia";"erecta";;"Moenchia";"erecta";;"Moenchia erecta";"Moenchia erecta";9;4;4;3;0;9
"Odontites vernus (Bellardi) Dum. subsp. vernus";2878;"Odontites vernus (Bellardi) Dum. subsp. vernus";1;0;0;0;0;0;0;1;0;0;0;0;2319;;1081;85;0;;"Odontites";"vernus";"subsp. vernus";"Odontites";"vernus";"subsp. vernus";"Odontites vernus subsp. vernus";"Odontites vernus subsp. vernus";7;6;5;5;0;22
"Orobanche ramosa L.";2879;"Orobanche ramosa L.";1;0;0;0;0;0;0;1;0;0;0;0;904;;;50;0;;"Orobanche";"ramosa";;"Orobanche";"ramosa";;"Orobanche ramosa";"Orobanche ramosa";6;7;5;7;0;9
"Orobanche rapum-genistae Thuill.";2880;"Orobanche rapum-genistae Thuill.";1;0;0;0;0;1;0;0;0;0;0;0;905;;1125;85;0;;"Orobanche";"rapum-genistae";;"Orobanche";"rapum-genistae";;"Orobanche rapum-genistae";"Orobanche rapum-genistae";7;3;5;2;0;9
"Phaeoceros";2881;"Phaeoceros";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Phaeoceros";;;"Phaeoceros";;;"Phaeoceros ";"Phaeoceros ";;;;;;12
"Phaeoceros carolinianus (Michx.) Prosk.";2882;"Phaeoceros carolinianus (Michx.) Prosk.";0;0;0;0;0;0;0;0;0;1;0;0;3436;756;;;0;;"Phaeoceros";"carolinianus";;"Phaeoceros";"carolinianus";;"Phaeoceros carolinianus";"Phaeoceros carolinianus";8;5;7;4;0;9
"Phaeoceros laevis (L.) Prosk.";2883;"Phaeoceros laevis (L.) Prosk.";0;0;0;0;0;0;0;0;0;1;0;0;;757;;;0;;"Phaeoceros";"laevis";;"Phaeoceros";"laevis";;"Phaeoceros laevis";"Phaeoceros laevis";7;5;7;4;0;9
"Prunus x fruticans Weihe";2884;"Prunus x fruticans Weihe";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Prunus";"x fruticans";;"Prunus";"x fruticans";;"Prunus x fruticans";"Prunus x fruticans";;;;;;18
"Riccia beyrichiana Hampe ex Lehm.";2885;"Riccia beyrichiana Hampe ex Lehm.";0;0;0;0;0;0;0;0;0;1;0;0;3461;928;;;0;;"Riccia";"beyrichiana";;"Riccia";"beyrichiana";;"Riccia beyrichiana";"Riccia beyrichiana";8;5;5;3;0;9
"Riccia bifurca Hoffm.";2886;"Riccia bifurca Hoffm.";0;0;0;0;0;0;0;0;0;1;0;0;3462;929;;;0;;"Riccia";"bifurca";;"Riccia";"bifurca";;"Riccia bifurca";"Riccia bifurca";8;5;5;3;0;9
"Riccia canaliculata Hoffm.";2887;"Riccia canaliculata Hoffm.";0;0;0;0;0;0;0;0;0;1;0;0;3463;930;;;0;;"Riccia";"canaliculata";;"Riccia";"canaliculata";;"Riccia canaliculata";"Riccia canaliculata";7;5;9;5;0;9
"Riccia ciliata Hoffm.";2888;"Riccia ciliata Hoffm.";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Riccia";"ciliata";;"Riccia";"ciliata";;"Riccia ciliata";"Riccia ciliata";;;;;;9
"Riccia ciliifera Link ex Lindenb.";2889;"Riccia ciliifera Link ex Lindenb.";0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;;"Riccia";"ciliifera";;"Riccia";"ciliifera";;"Riccia ciliifera";"Riccia ciliifera";;;;;;9
"Riccia crozalsii Levier";2890;"Riccia crozalsii Levier";0;0;0;0;0;0;0;0;0;1;0;0;3510;932;;;0;;"Riccia";"crozalsii";;"Riccia";"crozalsii";;"Riccia crozalsii";"Riccia crozalsii";8;5;5;3;0;9
"Riccia huebeneriana Lindenb.";2891;"Riccia huebeneriana Lindenb.";0;0;0;0;0;0;0;0;0;1;0;0;3472;936;;;0;;"Riccia";"huebeneriana";;"Riccia";"huebeneriana";;"Riccia huebeneriana";"Riccia huebeneriana";7;5;9;5;0;9
"Riccia rhenana Lorb. ex Müll.Frib.";2892;"Riccia rhenana Lorb. ex Müll.Frib.";0;0;0;0;0;0;0;0;0;1;0;0;;938;;;0;;"Riccia";"rhenana";;"Riccia";"rhenana";;"Riccia rhenana";"Riccia rhenana";7;7;10;6;0;9
"Riccia sorocarpa Bisch.";2893;"Riccia sorocarpa Bisch.";0;0;0;0;0;0;0;0;0;1;0;0;3474;939;;;0;;"Riccia";"sorocarpa";;"Riccia";"sorocarpa";;"Riccia sorocarpa";"Riccia sorocarpa";7;5;5;4;0;9
"Riccia subbifurca Warnst. ex Croz.";2894;"Riccia subbifurca Warnst. ex Croz.";0;0;0;0;0;0;0;0;0;1;0;0;3475;940;;;0;;"Riccia";"subbifurca";;"Riccia";"subbifurca";;"Riccia subbifurca";"Riccia subbifurca";7;5;5;4;0;9
"Riccia warnstorfii Limpr. ex Warnst.";2895;"Riccia warnstorfii Limpr. ex Warnst.";0;0;0;0;0;0;0;0;0;1;0;0;3476;;;;0;;"Riccia";"warnstorfii";;"Riccia";"warnstorfii";;"Riccia warnstorfii";"Riccia warnstorfii";8;5;7;5;;9
"Rosa agrestis Savi";2896;"Rosa agrestis Savi";1;0;1;0;0;0;0;0;0;0;0;0;;;1374;;0;;"Rosa";"agrestis";;"Rosa";"agrestis";;"Rosa agrestis";"Rosa agrestis";8;8;3;3;0;9
"Rosa blanda Ait.";2897;"Rosa blanda Ait.";1;0;0;0;1;0;0;0;0;0;0;0;;;;;0;;"Rosa";"blanda";;"Rosa";"blanda";;"Rosa blanda";"Rosa blanda";;;;;;9
"Rosa caesia Smith";2898;"Rosa caesia Smith";1;0;1;0;0;0;0;0;0;0;0;0;;;1376;;0;;"Rosa";"caesia";;"Rosa";"caesia";;"Rosa caesia";"Rosa caesia";8;7;3;3;0;9
"Rosa canina L. var. andegavensis";2899;"Rosa canina L. var. andegavensis";1;0;1;0;0;0;0;0;0;0;0;0;1643;;1377;300;0;6;"Rosa";"canina";"var. andegavensis";"Rosa";"canina";"var. andegavensis";"Rosa canina var. andegavensis";"Rosa canina var. andegavensis";6;7;5;6;0;17
"Rosa canina L. var. blondaeana";2900;"Rosa canina L. var. blondaeana";1;0;1;0;0;0;0;0;0;0;0;0;1643;;1377;300;0;;"Rosa";"canina";"var. blondaeana";"Rosa";"canina";"var. blondaeana";"Rosa canina var. blondaeana";"Rosa canina var. blondaeana";6;7;5;6;0;17
"Rosa canina L. var. canina";2901;"Rosa canina L. var. canina";1;0;1;0;0;0;0;0;0;0;0;0;1643;;1377;300;0;;"Rosa";"canina";"var. canina";"Rosa";"canina";"var. canina";"Rosa canina var. canina";"Rosa canina var. canina";6;7;5;6;0;17
"Rosa canina L. var. dumalis";2902;"Rosa canina L. var. dumalis";1;0;1;0;0;0;0;0;0;0;0;0;1643;;1377;300;0;;"Rosa";"canina";"var. dumalis";"Rosa";"canina";"var. dumalis";"Rosa canina var. dumalis";"Rosa canina var. dumalis";6;7;5;6;0;17
"Rosa canina L. var. scabrata";2903;"Rosa canina L. var. scabrata";1;0;1;0;0;0;0;0;0;0;0;0;1643;;1377;300;0;;"Rosa";"canina";"var. scabrata";"Rosa";"canina";"var. scabrata";"Rosa canina var. scabrata";"Rosa canina var. scabrata";6;7;5;6;0;17
"Rosa columnifera (Schwertschlager) Henker et G. Schulze comb.nov.";2904;"Rosa columnifera (Schwertschlager) Henker et G. Schulze comb.nov.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"columnifera";;"Rosa";"columnifera";;"Rosa columnifera";"Rosa columnifera";;;;;;9
"Rosa corymbifera Borkh.";2905;"Rosa corymbifera Borkh.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"corymbifera";;"Rosa";"corymbifera";;"Rosa corymbifera";"Rosa corymbifera";;;;;;9
"Rosa damascena Miller";2906;"Rosa damascena Miller";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"damascena";;"Rosa";"damascena";;"Rosa damascena";"Rosa damascena";;;;;;9
"Rosa deseglisei Boreau";2907;"Rosa deseglisei Boreau";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"deseglisei";;"Rosa";"deseglisei";;"Rosa deseglisei";"Rosa deseglisei";;;;;;9
"Rosa dumalis Bechst.";2908;"Rosa dumalis Bechst.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"dumalis";;"Rosa";"dumalis";;"Rosa dumalis";"Rosa dumalis";;;;;;9
"Rosa elliptica Tausch";2909;"Rosa elliptica Tausch";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"elliptica";;"Rosa";"elliptica";;"Rosa elliptica";"Rosa elliptica";;;;;;9
"Rosa gallica L.";2910;"Rosa gallica L.";1;0;1;0;0;0;0;0;0;0;0;0;5128;;;120;0;;"Rosa";"gallica";;"Rosa";"gallica";;"Rosa gallica";"Rosa gallica";7;7;4;4;0;9
"Rosa glauca Pourr.";2911;"Rosa glauca Pourr.";1;0;1;0;0;0;0;0;0;0;0;0;2262;;;300;0;;"Rosa";"glauca";;"Rosa";"glauca";;"Rosa glauca";"Rosa glauca";8;7;4;2;0;9
"Rosa majalis J. Herrmann";2912;"Rosa majalis J. Herrmann";1;0;1;0;0;0;0;0;0;0;0;0;1879;;;180;0;;"Rosa";"majalis";;"Rosa";"majalis";;"Rosa majalis";"Rosa majalis";7;8;5;3;0;9
"Rosa micrantha Borrer ex Smith";2913;"Rosa micrantha Borrer ex Smith";1;0;1;0;0;0;0;0;0;0;0;0;;;1378;;0;;"Rosa";"micrantha";;"Rosa";"micrantha";;"Rosa micrantha";"Rosa micrantha";6;7;3;3;0;9
"Rosa nitidula Besser";2914;"Rosa nitidula Besser";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"nitidula";;"Rosa";"nitidula";;"Rosa nitidula";"Rosa nitidula";;;;;;9
"Rosa obtusifolia Desv.";2915;"Rosa obtusifolia Desv.";1;0;1;0;0;0;0;0;0;0;0;0;;;1380;;0;;"Rosa";"obtusifolia";;"Rosa";"obtusifolia";;"Rosa obtusifolia";"Rosa obtusifolia";7;8;4;4;0;9
"Rosa pendulina L.";2916;"Rosa pendulina L.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"pendulina";;"Rosa";"pendulina";;"Rosa pendulina";"Rosa pendulina";;;;;;9
"Rosa spectabilis Pursh";2917;"Rosa spectabilis Pursh";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"spectabilis";;"Rosa";"spectabilis";;"Rosa spectabilis";"Rosa spectabilis";;;;;;9
"Rosa squarrosa (Rau) Boreau";2918;"Rosa squarrosa (Rau) Boreau";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"squarrosa";;"Rosa";"squarrosa";;"Rosa squarrosa";"Rosa squarrosa";;;;;;9
"Rosa stylosa Desv.";2919;"Rosa stylosa Desv.";1;0;1;0;0;0;0;0;0;0;0;0;;;1384;;0;;"Rosa";"stylosa";;"Rosa";"stylosa";;"Rosa stylosa";"Rosa stylosa";7;8;4;4;0;9
"Rosa villosa L.";2920;"Rosa villosa L.";1;0;1;0;0;0;0;0;0;0;0;0;1644;;1379;200;0;;"Rosa";"villosa";;"Rosa";"villosa";;"Rosa villosa";"Rosa villosa";5;7;5;4;0;9
"Rosa virginiana Herrm.";2921;"Rosa virginiana Herrm.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"virginiana";;"Rosa";"virginiana";;"Rosa virginiana";"Rosa virginiana";;;;;;9
"Rosa virginiana J. Herrmann";2922;"Rosa virginiana Herrm.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"virginiana";;"Rosa";"virginiana";;"Rosa virginiana";"Rosa virginiana";;;;;;9
"Rosa x irregularis Déségl.";2923;"Rosa x irregularis Déségl.";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"x irregularis";;"Rosa";"x irregularis";;"Rosa x irregularis";"Rosa x irregularis";;;;;;18
"Rosa x nitidula Besser";2924;"Rosa x nitidula Besser";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"x nitidula";;"Rosa";"x nitidula";;"Rosa x nitidula";"Rosa x nitidula";;;;;;18
"Rosa x subcanina (H. Christ) R. Keller";2925;"Rosa x subcanina (H. Christ) R. Keller";1;0;1;0;0;0;0;0;0;0;0;0;;;;;0;;"Rosa";"x subcanina";;"Rosa";"x subcanina";;"Rosa x subcanina";"Rosa x subcanina";;;;;;18
"Rubus adspersus Weihe ex H.E. Weber";2926;"Rubus adspersus Weihe ex H.E. Weber";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"adspersus";;"Rubus";"adspersus";;"Rubus adspersus";"Rubus adspersus";;;;;;9
"Rubus ammobius Buchen. et Focke";2927;"Rubus ammobius Buchen. et Focke";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"ammobius";;"Rubus";"ammobius";;"Rubus ammobius";"Rubus ammobius";;;;;;9
"Rubus arduennensis Libert ex Lej.";2928;"Rubus arduennensis Libert ex Lej.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"arduennensis";;"Rubus";"arduennensis";;"Rubus arduennensis";"Rubus arduennensis";;;;;;9
"Rubus armeniacus Focke";2929;"Rubus armeniacus Focke";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"armeniacus";;"Rubus";"armeniacus";;"Rubus armeniacus";"Rubus armeniacus";;;;;;9
"Rubus axillaris Lej.";2930;"Rubus axillaris Lej.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"axillaris";;"Rubus";"axillaris";;"Rubus axillaris";"Rubus axillaris";;;;;;9
"Rubus bifrons Vest";2931;"Rubus bifrons Vest";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"bifrons";;"Rubus";"bifrons";;"Rubus bifrons";"Rubus bifrons";;;;;;9
"Rubus bracteosus Weihe ex Lej.";2932;"Rubus bracteosus Weihe ex Lej.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"bracteosus";;"Rubus";"bracteosus";;"Rubus bracteosus";"Rubus bracteosus";;;;;;9
"Rubus campaniensis Winkel ex Beek";2933;"Rubus campaniensis Winkel ex Beek";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"campaniensis";;"Rubus";"campaniensis";;"Rubus campaniensis";"Rubus campaniensis";;;;;;9
"Rubus candicans";2934;"Rubus candicans";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"candicans";;"Rubus";"candicans";;"Rubus candicans";"Rubus candicans";;;;;;9
"Rubus canescens DC.";2935;"Rubus canescens DC.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"canescens";;"Rubus";"canescens";;"Rubus canescens";"Rubus canescens";;;;;;9
"Rubus cardiophyllus Lef. et P.J. Muell.";2936;"Rubus cardiophyllus Lef. et P.J. Muell.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"cardiophyllus";;"Rubus";"cardiophyllus";;"Rubus cardiophyllus";"Rubus cardiophyllus";;;;;;9
"Rubus cinerascens Weihe ex Lej.";2937;"Rubus cinerascens Weihe ex Lej.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"cinerascens";;"Rubus";"cinerascens";;"Rubus cinerascens";"Rubus cinerascens";;;;;;9
"Rubus deruyveri Vannerom et Jacques";2938;"Rubus deruyveri Vannerom et Jacques";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"deruyveri";;"Rubus";"deruyveri";;"Rubus deruyveri";"Rubus deruyveri";;;;;;9
"Rubus divaricatus P.J. Muell.";2939;"Rubus divaricatus P.J. Muell.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"divaricatus";;"Rubus";"divaricatus";;"Rubus divaricatus";"Rubus divaricatus";;;;;;9
"Rubus drymophilus P.J. Muell. et Lef.";2940;"Rubus drymophilus P.J. Muell. et Lef.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"drymophilus";;"Rubus";"drymophilus";;"Rubus drymophilus";"Rubus drymophilus";;;;;;9
"Rubus elegantispinosus (A. Schumach.) H.E. Weber";2941;"Rubus elegantispinosus (A. Schumach.) H.E. Weber";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"elegantispinosus";;"Rubus";"elegantispinosus";;"Rubus elegantispinosus";"Rubus elegantispinosus";;;;;;9
"Rubus euryanthemus W.C.R. Watson";2942;"Rubus euryanthemus W.C.R. Watson";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"euryanthemus";;"Rubus";"euryanthemus";;"Rubus euryanthemus";"Rubus euryanthemus";;;;;;9
"Rubus flexuosus P.J. Muell. et Lef.";2943;"Rubus flexuosus P.J. Muell. et Lef.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"flexuosus";;"Rubus";"flexuosus";;"Rubus flexuosus";"Rubus flexuosus";;;;;;9
"Rubus foliosus Weihe";2944;"Rubus foliosus Weihe";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"foliosus";;"Rubus";"foliosus";;"Rubus foliosus";"Rubus foliosus";;;;;;9
"Rubus fuscus Weihe";2945;"Rubus fuscus Weihe";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"fuscus";;"Rubus";"fuscus";;"Rubus fuscus";"Rubus fuscus";;;;;;9
"Rubus geniculatus Kaltenb.";2946;"Rubus geniculatus Kaltenb.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"geniculatus";;"Rubus";"geniculatus";;"Rubus geniculatus";"Rubus geniculatus";;;;;;9
"Rubus goniophorus H.E. Weber";2947;"Rubus goniophorus H.E. Weber";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"goniophorus";;"Rubus";"goniophorus";;"Rubus goniophorus";"Rubus goniophorus";;;;;;9
"Rubus granulatus Lef. et P.J. Muell.";2948;"Rubus granulatus Lef. et P.J. Muell.";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"granulatus";;"Rubus";"granulatus";;"Rubus granulatus";"Rubus granulatus";;;;;;9
"Rubus hypomalacus Focke";2949;"Rubus hypomalacus Focke";1;0;0;0;1;1;0;0;0;0;0;0;;;;;0;;"Rubus";"hypomalacus";;"Rubus";"hypomalacus";;"Rubus hypomalacus";"Rubus hypomalacus";;;;;;9
